,id,player,MIN,FG,3PT,FT,REB,AST,STL,BLK,TO,PF,PTS
0,400488879,B. Bass,32,6-7,5-5,0-0,2,2,2,0,1,2,17
1,400488879,G. Wallace,40,1-1,1-4,0-0,3,2,4,0,5,2,3
2,400488879,J. Green,37,8-16,7-9,2-3,5,2,1,1,1,4,25
3,400488879,V. Faverani,27,4-9,5-8,0-1,3,0,0,3,3,5,13
4,400488879,A. Bradley,31,4-13,0-0,0-3,5,4,2,1,4,6,8
5,400488879,K. Humphries,21,3-4,2-3,0-0,9,0,0,2,2,2,8
6,400488879,K. Olynyk,16,2-5,0-0,0-2,0,0,0,0,3,2,4
7,400488879,P. Pressey,4,0-2,0-0,0-1,1,0,0,0,0,2,0
8,400488879,J. Crawford,18,3-5,0-0,1-1,3,5,0,0,1,2,7
9,400488879,C. Lee,14,1-4,0-0,0-2,2,0,1,0,2,0,2
10,400488879,A. Johnson,24,6-8,0-0,1-3,3,2,0,1,0,4,13
11,400488879,R. Gay,34,8-18,2-3,1-2,8,1,2,0,5,3,19
12,400488879,J. Valanciunas,31,4-9,0-0,0-0,11,0,1,2,3,4,8
13,400488879,K. Lowry,35,2-8,7-12,0-3,3,8,2,0,2,2,11
14,400488879,D. DeRozan,40,6-19,0-2,1-3,2,2,2,0,5,3,13
15,400488879,T. Hansbrough,25,3-4,1-2,0-0,12,0,0,3,0,1,7
16,400488879,T. Ross,12,2-3,1-2,1-1,2,0,2,0,1,2,6
17,400488879,S. Novak,7,1-3,0-0,1-2,1,0,0,0,0,1,3
18,400488879,D.J. Augustin,13,2-7,1-1,0-3,0,2,0,0,1,1,5
19,400488879,L. Fields,18,4-7,0-1,0-0,6,0,0,0,0,4,8
20,400488897,E. Ilyasova,23,2-7,0-0,1-3,4,1,2,1,1,3,5
21,400488897,C. Butler,27,2-8,2-2,2-4,6,1,1,0,0,1,8
22,400488897,L. Sanders,18,2-5,0-0,0-0,3,1,0,4,1,2,4
23,400488897,G. Neal,26,4-11,4-6,2-3,1,1,1,0,1,0,14
24,400488897,O.J. Mayo,23,2-9,4-4,0-1,4,2,2,0,3,4,8
25,400488897,G. Antetokounmpo,12,2-5,1-2,0-1,2,0,0,0,0,3,5
26,400488897,Z. Pachulia,30,5-10,10-10,0-0,9,4,2,1,0,4,20
27,400488897,J. Henson,25,6-11,2-4,0-0,9,0,0,1,0,2,14
28,400488897,N. Wolters,29,5-10,3-3,1-2,2,6,0,0,1,1,14
29,400488897,K. Middleton,27,5-8,3-3,0-1,1,2,2,0,0,4,13
30,400488897,B. Bass,35,6-11,5-6,0-0,8,2,0,1,0,3,17
31,400488897,G. Wallace,36,5-9,2-7,2-5,6,4,1,0,4,2,14
32,400488897,J. Green,38,4-13,4-7,1-3,9,1,0,0,4,3,13
33,400488897,V. Faverani,37,4-6,4-6,0-1,18,1,1,6,3,4,12
34,400488897,A. Bradley,33,4-14,0-0,0-3,2,2,1,0,4,6,8
35,400488897,J. Sullinger,10,2-6,6-7,0-0,3,0,0,0,1,4,10
36,400488897,K. Olynyk,14,2-5,0-0,0-1,2,1,0,0,1,4,4
37,400488897,J. Crawford,12,1-1,5-5,0-0,0,1,0,0,0,0,7
38,400488897,C. Lee,26,6-11,0-0,1-3,4,1,2,0,0,3,13
39,400488914,B. Bass,37,2-8,2-2,0-0,8,3,2,1,2,5,6
40,400488914,G. Wallace,36,2-6,0-0,1-3,1,2,4,0,2,2,5
41,400488914,J. Green,20,3-5,1-1,0-0,2,2,0,0,2,2,7
42,400488914,V. Faverani,19,4-6,0-0,0-1,2,1,2,1,2,2,8
43,400488914,A. Bradley,34,6-14,0-0,1-2,8,3,3,0,6,2,13
44,400488914,J. Sullinger,14,1-6,2-2,0-2,4,0,0,1,0,1,4
45,400488914,K. Olynyk,26,6-11,3-3,0-1,8,0,2,0,3,5,15
46,400488914,J. Crawford,22,5-10,2-2,1-4,3,1,1,0,3,0,13
47,400488914,M. Brooks,7,0-2,0-0,0-0,0,1,0,0,0,0,0
48,400488914,C. Lee,22,2-5,2-2,0-2,1,2,1,0,3,3,6
49,400488914,K. Bogans,3,0-1,0-0,0-1,0,0,0,0,0,0,0
50,400488914,J. Smith,36,7-15,1-3,0-4,7,3,2,2,6,2,15
51,400488914,A. Drummond,40,7-13,1-4,0-0,12,0,2,2,1,2,15
52,400488914,G. Monroe,37,7-14,1-4,0-0,10,2,1,1,4,3,15
53,400488914,C. Billups,21,2-4,0-0,1-3,4,2,2,0,2,2,5
54,400488914,W. Bynum,17,2-5,0-0,0-2,1,4,1,0,1,2,4
55,400488914,J. Jerebko,11,1-2,0-0,0-0,4,1,0,0,3,1,2
56,400488914,K. Singler,21,2-6,3-3,0-1,0,0,0,1,0,0,7
57,400488914,R. Stuckey,27,1-5,8-9,0-1,3,0,3,1,2,3,10
58,400488914,B. Jennings,31,5-12,3-6,1-2,3,4,4,0,2,0,14
59,400488922,B. Bass,23,3-11,0-0,0-1,4,1,1,3,1,2,6
60,400488922,G. Wallace,28,0-0,0-0,0-0,3,3,2,0,3,2,0
61,400488922,J. Green,40,6-12,9-12,1-4,5,1,0,1,2,2,22
62,400488922,V. Faverani,28,2-4,0-0,1-3,6,0,1,1,3,4,5
63,400488922,A. Bradley,32,6-12,2-2,0-2,0,3,1,0,1,3,14
64,400488922,J. Sullinger,21,7-11,0-0,2-3,5,0,0,0,0,4,16
65,400488922,K. Olynyk,25,1-8,2-2,0-1,4,0,0,0,4,3,4
66,400488922,J. Crawford,25,4-7,2-2,2-4,2,4,3,1,1,1,12
67,400488922,C. Lee,19,4-5,0-0,1-2,3,2,1,0,2,0,9
68,400488922,Z. Randolph,32,6-11,3-3,0-0,7,1,0,0,5,3,15
69,400488922,T. Prince,20,2-4,0-0,0-0,3,3,0,0,1,0,4
70,400488922,M. Gasol,35,6-10,2-2,0-0,8,2,0,0,1,3,14
71,400488922,M. Conley,33,5-14,4-4,1-3,2,8,0,0,2,2,15
72,400488922,T. Allen,30,3-5,2-4,0-2,4,3,4,0,4,2,8
73,400488922,E. Davis,8,2-6,0-0,0-0,3,0,0,0,2,2,4
74,400488922,J. Leuer,7,1-2,2-2,0-1,0,1,0,0,0,1,4
75,400488922,K. Koufos,13,1-1,1-3,0-0,2,2,0,1,0,2,3
76,400488922,J. Bayless,21,6-11,2-2,1-3,1,1,2,1,0,1,15
77,400488922,Q. Pondexter,19,2-6,2-2,2-3,1,0,0,0,2,2,8
78,400488922,M. Miller,23,2-4,0-0,1-3,5,2,0,0,1,1,5
79,400488937,D. Favors,34,4-10,2-5,0-0,14,1,0,3,3,4,10
80,400488937,R. Jefferson,32,5-12,3-4,0-3,2,3,5,0,2,3,13
81,400488937,G. Hayward,40,12-20,3-4,1-2,9,5,1,0,2,3,28
82,400488937,E. Kanter,38,9-14,4-5,0-0,8,0,0,0,0,2,22
83,400488937,J. Tinsley,20,0-2,0-0,0-1,0,4,0,0,2,2,0
84,400488937,M. Harris,18,1-3,0-0,0-0,2,0,1,0,3,3,2
85,400488937,R. Gobert,6,0-0,0-0,0-0,0,0,0,1,1,2,0
86,400488937,J. Lucas III,13,2-4,0-0,0-1,1,0,0,0,2,1,4
87,400488937,I. Clark,17,0-6,0-0,0-3,2,1,0,0,1,2,0
88,400488937,A. Burks,22,4-9,0-0,0-0,4,0,1,0,4,0,8
89,400488937,B. Bass,31,9-15,2-3,0-0,4,2,0,2,3,4,20
90,400488937,J. Green,36,6-13,3-3,3-4,3,4,1,0,1,1,18
91,400488937,V. Faverani,6,0-4,0-0,0-1,3,2,0,0,0,1,0
92,400488937,A. Bradley,30,3-8,2-2,0-2,6,1,1,0,2,2,8
93,400488937,J. Crawford,27,3-9,0-0,1-3,2,4,0,1,0,2,7
94,400488937,K. Humphries,6,1-3,0-0,0-0,0,0,0,0,1,0,2
95,400488937,G. Wallace,23,3-5,1-4,2-2,9,3,1,0,3,2,9
96,400488937,J. Sullinger,24,6-11,0-0,0-2,5,0,0,1,2,2,12
97,400488937,K. Olynyk,29,6-14,2-2,0-3,8,3,1,0,2,3,14
98,400488937,P. Pressey,17,1-4,0-0,0-2,0,3,1,0,0,0,2
99,400488937,C. Lee,11,2-3,0-0,1-1,2,0,0,0,0,1,5
100,400488948,B. Bass,37,6-14,4-4,0-0,7,1,0,1,0,3,16
101,400488948,J. Green,32,5-14,0-1,0-3,3,3,2,0,0,0,10
102,400488948,V. Faverani,17,1-4,0-0,1-2,5,1,0,0,1,2,3
103,400488948,A. Bradley,29,5-13,3-4,1-2,8,1,3,1,2,1,14
104,400488948,J. Crawford,31,5-13,3-3,0-2,3,5,1,0,2,1,13
105,400488948,K. Humphries,1,0-0,0-0,0-0,0,0,0,0,0,1,0
106,400488948,G. Wallace,20,1-3,0-0,0-2,6,3,1,0,2,5,2
107,400488948,J. Sullinger,20,2-8,7-8,0-1,6,4,0,2,1,2,11
108,400488948,K. Olynyk,22,4-13,0-0,0-1,6,0,0,0,3,5,8
109,400488948,P. Pressey,16,0-4,1-2,0-1,2,1,2,0,0,2,1
110,400488948,C. Lee,17,5-9,3-4,0-0,4,0,2,1,0,2,13
111,400488948,J. Maxiell,27,4-6,1-5,0-0,5,2,1,1,0,4,9
112,400488948,M. Harkless,31,1-4,2-3,0-1,5,2,0,1,0,1,4
113,400488948,N. Vucevic,36,6-12,2-4,0-0,13,1,0,1,4,3,14
114,400488948,J. Nelson,36,4-15,2-2,2-9,3,7,1,0,7,3,12
115,400488948,A. Afflalo,34,8-15,5-6,2-5,5,1,0,0,3,5,23
116,400488948,A. Nicholson,21,2-6,2-2,0-1,11,0,0,0,1,2,6
117,400488948,K. O'Quinn,12,2-6,1-2,0-0,9,0,1,1,2,2,5
118,400488948,E. Moore,19,3-7,1-1,0-1,1,3,0,0,0,0,7
119,400488948,V. Oladipo,23,3-12,3-4,0-3,4,3,1,0,3,4,9
120,400488962,B. Bass,15,3-7,0-0,0-0,0,1,0,0,0,4,6
121,400488962,J. Green,36,8-16,3-5,5-8,5,1,0,1,0,2,24
122,400488962,K. Olynyk,23,3-9,0-0,1-2,8,4,0,1,1,5,7
123,400488962,A. Bradley,30,8-14,0-0,1-1,2,1,0,0,0,2,17
124,400488962,J. Crawford,28,6-10,0-0,3-5,2,4,2,0,3,2,15
125,400488962,K. Humphries,19,3-5,3-3,0-0,5,0,0,2,0,0,9
126,400488962,G. Wallace,31,3-5,0-0,0-1,6,7,0,0,3,3,6
127,400488962,V. Faverani,3,1-1,0-0,0-0,0,0,0,0,0,2,2
128,400488962,J. Sullinger,24,5-9,2-2,0-1,8,1,1,0,3,4,12
129,400488962,P. Pressey,21,3-9,1-2,0-3,3,5,1,1,2,1,7
130,400488962,C. Lee,12,3-4,0-0,0-0,0,0,0,0,0,0,6
131,400488962,C. Bosh,31,7-12,6-8,0-2,7,1,1,2,0,1,20
132,400488962,S. Battier,27,1-2,0-0,1-2,1,0,0,2,0,3,3
133,400488962,L. James,37,9-13,7-9,0-0,8,10,0,0,5,1,25
134,400488962,M. Chalmers,29,3-6,2-2,2-2,2,3,1,0,1,1,10
135,400488962,D. Wade,34,7-14,4-8,0-0,3,7,2,0,1,1,18
136,400488962,C. Andersen,17,4-5,2-4,0-0,4,0,0,2,1,0,10
137,400488962,R. Lewis,14,1-4,1-2,1-2,1,0,0,0,0,4,4
138,400488962,M. Beasley,8,5-7,0-0,0-0,0,0,0,0,1,1,10
139,400488962,N. Cole,19,2-4,0-0,1-1,1,2,0,1,0,0,5
140,400488962,R. Allen,24,2-4,1-1,0-1,4,3,0,0,1,1,5
141,400488974,J. Maxiell,31,4-9,2-2,0-0,1,2,0,1,2,3,10
142,400488974,M. Harkless,27,4-10,2-4,2-3,5,1,1,0,3,2,12
143,400488974,N. Vucevic,29,6-11,3-3,0-0,10,4,3,1,2,2,15
144,400488974,J. Nelson,24,3-10,2-2,2-5,5,5,0,0,1,1,10
145,400488974,A. Afflalo,39,6-12,4-5,2-5,4,7,0,0,4,1,18
146,400488974,A. Nicholson,13,4-7,0-0,0-1,1,0,0,1,2,4,8
147,400488974,K. O'Quinn,23,0-2,2-2,0-0,6,3,0,1,1,0,2
148,400488974,R. Price,3,1-1,0-0,0-0,1,1,0,0,0,0,2
149,400488974,E. Moore,25,4-6,3-3,0-1,3,2,1,0,2,3,11
150,400488974,V. Oladipo,27,7-17,2-2,1-3,1,2,2,0,1,2,17
151,400488974,B. Bass,30,5-12,0-0,0-0,4,2,0,1,1,3,10
152,400488974,J. Green,29,5-9,5-5,1-2,4,1,0,0,3,3,16
153,400488974,K. Olynyk,26,7-9,0-0,2-3,7,5,1,1,2,4,16
154,400488974,A. Bradley,29,10-15,4-4,0-1,0,0,3,0,3,3,24
155,400488974,J. Crawford,33,7-12,2-2,0-1,5,10,1,0,0,3,16
156,400488974,G. Wallace,19,0-1,1-2,0-0,2,5,3,0,1,0,1
157,400488974,V. Faverani,14,2-4,0-0,0-2,5,0,1,2,0,0,4
158,400488974,J. Sullinger,25,7-9,0-1,0-1,5,3,1,2,1,1,14
159,400488974,P. Pressey,15,3-6,0-0,1-1,2,2,0,0,2,1,7
160,400488974,C. Lee,19,5-8,1-1,1-1,2,0,1,1,0,1,12
161,400488986,A. Tolliver,26,3-7,2-2,3-6,1,1,1,1,1,3,11
162,400488986,M. Kidd-Gilchrist,28,3-6,0-0,0-0,3,1,1,0,2,6,6
163,400488986,A. Jefferson,33,8-17,6-6,0-0,11,3,0,2,1,3,22
164,400488986,K. Walker,34,1-13,1-2,0-3,9,2,3,0,2,1,3
165,400488986,G. Henderson,35,5-14,3-5,0-0,9,5,1,0,2,2,13
166,400488986,J. Taylor,29,4-8,4-4,0-1,1,1,0,0,0,2,12
167,400488986,C. Zeller,22,2-7,4-4,0-0,9,2,2,1,3,1,8
168,400488986,B. Biyombo,15,2-3,0-0,0-0,4,0,0,1,0,2,4
169,400488986,R. Sessions,18,2-7,6-7,0-2,3,1,0,0,0,0,10
170,400488986,B. Bass,27,2-9,3-3,0-0,8,2,0,1,0,4,7
171,400488986,J. Green,32,7-13,4-7,1-5,1,0,0,0,1,3,19
172,400488986,K. Olynyk,33,1-4,4-4,0-2,11,4,0,0,4,4,6
173,400488986,A. Bradley,23,3-8,0-0,1-2,3,0,1,0,1,5,7
174,400488986,J. Crawford,35,6-15,4-5,0-2,5,6,2,0,2,3,16
175,400488986,K. Humphries,10,0-1,1-2,0-0,0,0,0,0,0,0,1
176,400488986,G. Wallace,32,4-7,0-0,2-3,8,2,2,0,2,1,10
177,400488986,V. Faverani,22,2-8,2-4,1-2,9,1,0,1,3,3,7
178,400488986,P. Pressey,11,0-4,0-0,0-1,0,0,0,0,1,1,0
179,400488986,C. Lee,14,4-8,0-0,2-4,0,0,0,0,1,2,10
180,400489001,L. Aldridge,34,11-18,5-6,0-0,12,1,2,0,4,1,27
181,400489001,R. Lopez,36,1-3,1-2,0-0,10,0,0,1,1,2,3
182,400489001,D. Lillard,31,6-15,3-3,2-6,2,4,0,0,6,4,17
183,400489001,N. Batum,34,6-15,2-2,4-10,5,6,2,0,0,2,18
184,400489001,W. Matthews,32,3-6,5-5,2-5,5,2,1,0,2,4,13
185,400489001,T. Robinson,12,3-5,2-2,0-0,4,0,0,0,0,1,8
186,400489001,V. Claver,1,0-0,0-0,0-0,0,0,0,0,1,0,0
187,400489001,D. Wright,15,1-4,0-0,1-4,4,0,0,0,0,2,3
188,400489001,J. Freeland,12,1-2,0-0,0-1,4,0,1,1,0,2,2
189,400489001,M. Williams,30,8-13,2-2,0-0,1,8,3,0,4,2,18
190,400489001,A. Crabbe,1,0-0,0-0,0-0,0,0,0,0,0,0,0
191,400489001,W. Barton,1,0-1,0-0,0-0,0,0,0,0,0,0,0
192,400489001,B. Bass,29,3-11,0-0,0-0,7,1,0,2,0,2,6
193,400489001,J. Green,31,4-12,6-6,0-4,4,1,0,0,0,0,14
194,400489001,K. Olynyk,16,1-2,0-0,0-1,2,1,0,0,1,4,2
195,400489001,A. Bradley,21,2-5,2-4,0-2,2,0,1,0,1,1,6
196,400489001,J. Crawford,34,4-12,3-4,0-0,4,5,2,0,3,2,11
197,400489001,G. Wallace,26,3-3,0-0,1-1,1,2,4,0,2,2,7
198,400489001,V. Faverani,15,3-4,2-3,1-1,3,0,0,0,2,3,9
199,400489001,J. Sullinger,36,11-18,2-2,2-4,8,2,1,0,4,2,26
200,400489001,P. Pressey,12,2-4,0-0,2-3,2,3,0,0,2,3,6
201,400489001,M. Brooks,3,0-1,0-0,0-0,0,0,0,0,0,0,0
202,400489001,C. Lee,17,4-9,0-0,1-2,1,2,0,2,0,2,9
203,400489015,B. Bass,30,6-10,3-4,0-0,7,1,0,1,4,3,15
204,400489015,J. Green,30,0-6,2-2,0-2,7,1,0,2,4,1,2
205,400489015,V. Faverani,27,3-7,1-2,2-4,14,1,3,4,2,3,9
206,400489015,A. Bradley,36,12-23,2-2,1-4,3,0,1,0,3,4,27
207,400489015,J. Crawford,29,4-14,0-0,2-3,3,5,2,0,3,2,10
208,400489015,K. Humphries,11,1-2,2-2,0-0,3,0,0,0,0,2,4
209,400489015,G. Wallace,17,1-4,0-0,0-0,4,1,0,0,1,2,2
210,400489015,J. Sullinger,14,1-6,1-2,0-2,4,1,0,0,1,2,3
211,400489015,K. Olynyk,14,2-5,2-2,0-1,2,1,0,1,2,0,6
212,400489015,P. Pressey,14,1-2,0-0,0-1,0,2,0,0,0,0,2
213,400489015,M. Brooks,18,3-7,2-2,0-1,3,1,0,0,1,2,8
214,400489015,K. Love,33,7-16,7-7,2-4,12,2,1,0,7,3,23
215,400489015,C. Brewer,28,2-8,0-0,0-1,3,2,2,1,1,2,4
216,400489015,N. Pekovic,31,8-9,4-5,0-0,12,0,1,0,0,0,20
217,400489015,R. Rubio,32,1-5,1-2,0-1,6,7,1,0,2,4,3
218,400489015,K. Martin,34,6-18,7-8,1-7,6,0,2,0,2,2,20
219,400489015,D. Williams,3,0-2,0-0,0-0,0,1,0,0,0,0,0
220,400489015,G. Dieng,2,0-0,0-0,0-0,0,0,1,0,0,0,0
221,400489015,D. Cunningham,28,6-10,0-0,0-0,4,3,5,1,0,2,12
222,400489015,R. Hummel,20,3-7,0-0,2-5,5,1,0,1,0,4,8
223,400489015,J.J. Barea,21,6-15,0-0,1-4,0,3,0,0,1,0,13
224,400489015,A. Shved,7,0-2,0-0,0-0,1,0,0,0,0,0,0
225,400489015,A.J. Price,3,1-2,0-0,1-1,1,0,0,0,0,0,3
226,400489032,B. Bass,20,4-8,1-2,0-0,2,0,0,0,0,2,9
227,400489032,J. Green,22,2-7,0-0,0-2,2,1,0,0,0,3,4
228,400489032,V. Faverani,14,2-6,1-2,0-0,5,1,0,0,1,5,5
229,400489032,A. Bradley,27,5-22,0-0,1-4,5,0,2,0,3,1,11
230,400489032,J. Crawford,23,1-8,3-3,1-3,1,4,2,0,3,0,6
231,400489032,K. Humphries,14,2-4,2-2,0-1,6,0,0,2,0,1,6
232,400489032,G. Wallace,11,1-1,0-0,0-0,1,1,0,0,1,0,2
233,400489032,J. Sullinger,22,4-10,1-2,1-2,9,2,0,0,2,2,10
234,400489032,K. Olynyk,22,4-11,0-0,1-2,8,1,3,1,1,3,9
235,400489032,P. Pressey,21,0-3,5-7,0-2,0,5,2,0,1,0,5
236,400489032,M. Brooks,7,0-3,1-2,0-0,2,0,0,0,0,0,1
237,400489032,C. Lee,23,7-16,0-0,3-4,2,1,0,0,0,2,17
238,400489032,K. Bogans,12,0-0,0-0,0-0,0,0,1,0,0,0,0
239,400489032,T. Jones,27,10-12,3-4,1-1,9,1,0,2,1,0,24
240,400489032,C. Parsons,30,4-8,2-3,1-3,1,6,0,1,0,1,11
241,400489032,D. Howard,28,3-4,4-8,0-0,12,2,2,3,3,3,10
242,400489032,P. Beverley,23,6-9,2-2,2-3,4,1,0,0,1,3,16
243,400489032,J. Harden,31,5-8,2-2,3-3,4,5,1,1,7,2,15
244,400489032,D. Motiejunas,18,2-8,1-1,0-4,5,0,0,1,2,1,5
245,400489032,O. Casspi,25,2-6,0-0,1-3,4,1,3,1,2,2,5
246,400489032,O. Asik,7,1-3,2-2,0-0,4,0,0,0,1,1,4
247,400489032,J. Lin,24,4-7,2-2,1-3,0,5,1,1,1,2,11
248,400489032,A. Brooks,9,2-4,0-0,0-0,0,0,0,0,1,3,4
249,400489032,F. Garcia,18,2-3,0-0,0-1,5,1,0,0,0,2,4
250,400489043,J. Green,39,7-14,3-4,2-2,5,3,0,1,2,1,19
251,400489043,J. Sullinger,31,8-17,2-2,1-5,17,0,0,0,2,4,19
252,400489043,K. Olynyk,37,2-9,4-4,0-2,8,3,0,0,2,5,8
253,400489043,A. Bradley,36,9-18,0-0,1-2,3,2,0,0,2,4,19
254,400489043,J. Crawford,27,5-9,2-2,0-2,4,4,1,0,2,0,12
255,400489043,K. Humphries,5,2-2,0-0,0-0,1,1,0,1,1,1,4
256,400489043,B. Bass,20,3-7,0-0,0-0,1,1,1,1,1,1,6
257,400489043,G. Wallace,15,1-3,0-0,0-0,1,0,0,0,2,1,2
258,400489043,V. Faverani,2,0-1,0-0,0-1,0,0,0,0,0,2,0
259,400489043,P. Pressey,9,1-3,0-0,0-1,3,2,1,0,1,1,2
260,400489043,C. Lee,18,1-3,0-0,0-0,1,2,1,0,2,0,2
261,400489043,K. Leonard,32,7-14,1-2,1-5,8,2,5,1,0,2,16
262,400489043,T. Splitter,23,4-4,3-6,0-0,10,3,1,1,1,3,11
263,400489043,T. Duncan,28,3-13,7-8,0-0,9,3,0,0,0,2,13
264,400489043,T. Parker,28,6-11,7-8,0-0,4,4,0,0,1,0,19
265,400489043,D. Green,23,4-6,0-0,3-5,1,2,1,1,0,1,11
266,400489043,J. Ayres,8,0-1,0-0,0-0,3,0,0,0,0,1,0
267,400489043,M. Bonner,14,1-3,0-0,1-3,0,1,0,0,1,0,3
268,400489043,B. Diaw,24,6-10,0-0,0-3,1,2,2,2,5,2,12
269,400489043,P. Mills,19,1-6,0-0,1-3,2,3,2,0,0,0,3
270,400489043,C. Joseph,1,1-1,0-0,0-0,0,0,0,0,1,0,2
271,400489043,M. Ginobili,24,2-5,0-0,1-1,3,7,1,1,0,1,5
272,400489043,M. Belinelli,17,4-7,0-0,1-1,0,0,0,0,2,2,9
273,400489052,D. West,29,7-14,3-4,0-0,8,3,3,0,0,0,17
274,400489052,P. George,38,9-20,6-6,3-8,3,2,1,0,2,2,27
275,400489052,R. Hibbert,29,3-11,0-0,0-0,8,2,0,2,3,4,6
276,400489052,G. Hill,38,3-8,0-0,2-5,1,1,2,0,3,2,8
277,400489052,L. Stephenson,41,5-10,0-0,0-0,11,10,4,0,1,0,10
278,400489052,L. Scola,25,7-9,3-4,0-0,4,1,2,0,4,3,17
279,400489052,C. Copeland,8,1-2,0-0,1-2,0,0,0,0,0,0,3
280,400489052,I. Mahinmi,13,2-3,1-2,0-0,2,0,0,1,1,2,5
281,400489052,C.J. Watson,0,0-0,0-0,0-0,0,0,0,0,0,0,0
282,400489052,D. Sloan,10,0-2,0-0,0-2,4,0,1,0,1,0,0
283,400489052,O. Johnson,9,1-2,2-2,0-0,0,0,0,0,0,0,4
284,400489052,J. Green,38,8-13,2-2,2-3,2,0,1,0,3,1,20
285,400489052,J. Sullinger,31,6-12,1-2,0-2,5,2,1,0,1,3,13
286,400489052,K. Olynyk,12,1-3,0-0,0-0,2,0,0,0,0,1,2
287,400489052,A. Bradley,31,3-10,0-0,0-1,7,2,1,0,3,2,6
288,400489052,J. Crawford,34,10-12,1-1,3-4,3,4,2,0,6,2,24
289,400489052,K. Humphries,16,1-3,2-2,0-0,2,1,0,0,0,1,4
290,400489052,B. Bass,22,4-8,0-0,0-0,3,1,0,0,1,4,8
291,400489052,G. Wallace,22,1-2,0-0,0-0,4,0,1,1,5,1,2
292,400489052,V. Faverani,11,0-2,0-0,0-1,2,0,0,0,2,0,0
293,400489052,P. Pressey,6,0-1,1-2,0-0,1,1,0,0,0,0,1
294,400489052,C. Lee,16,1-3,0-0,0-0,0,0,2,0,0,1,2
295,400489063,B. Bass,33,5-11,7-7,0-0,7,1,1,2,3,1,17
296,400489063,J. Green,35,4-10,7-8,1-4,5,0,0,0,4,1,16
297,400489063,J. Sullinger,33,6-12,2-4,1-3,9,1,1,2,1,2,15
298,400489063,A. Bradley,34,6-13,0-2,0-1,5,2,1,0,0,2,12
299,400489063,J. Crawford,35,3-9,6-8,0-5,3,10,0,0,4,3,12
300,400489063,K. Humphries,17,1-3,0-0,0-0,8,0,0,1,2,2,2
301,400489063,G. Wallace,19,2-4,0-0,1-2,0,3,0,1,0,2,5
302,400489063,V. Faverani,14,4-6,2-2,1-1,5,0,0,1,2,1,11
303,400489063,P. Pressey,4,0-0,0-0,0-0,0,0,0,0,0,0,0
304,400489063,C. Lee,17,2-4,0-0,0-0,5,1,0,0,1,0,4
305,400489063,P. Millsap,32,6-12,0-0,0-0,5,2,2,2,3,4,12
306,400489063,D. Carroll,33,2-6,1-2,0-4,4,3,0,0,1,4,5
307,400489063,A. Horford,34,9-19,0-0,0-0,7,0,0,1,0,4,18
308,400489063,J. Teague,34,3-15,7-8,0-4,4,10,3,0,2,2,13
309,400489063,K. Korver,32,4-8,0-0,1-2,4,3,2,0,1,4,9
310,400489063,C. Martin,15,2-5,0-0,1-2,2,1,0,0,0,1,5
311,400489063,M. Scott,15,4-6,0-0,2-3,4,0,1,0,1,3,10
312,400489063,P. Antic,15,1-8,0-0,0-3,6,1,0,0,0,2,2
313,400489063,S. Mack,12,3-7,0-0,1-2,0,1,0,0,0,1,7
314,400489063,L. Williams,18,2-7,2-2,0-0,2,2,0,0,0,1,6
315,400489075,B. Bass,38,7-10,2-2,0-0,5,0,0,1,1,2,16
316,400489075,J. Green,36,5-16,2-2,1-4,7,0,1,1,3,2,13
317,400489075,J. Sullinger,28,2-9,1-2,0-3,8,2,1,1,2,3,5
318,400489075,A. Bradley,9,1-6,0-0,0-0,1,1,0,0,1,4,2
319,400489075,J. Crawford,28,5-11,7-7,4-6,4,5,0,0,2,2,21
320,400489075,K. Humphries,16,2-4,0-0,0-0,5,0,0,1,0,1,4
321,400489075,G. Wallace,36,6-10,4-7,1-2,4,3,2,1,1,3,17
322,400489075,V. Faverani,13,2-5,0-0,1-1,2,1,0,0,1,4,5
323,400489075,P. Pressey,20,1-2,0-0,0-0,1,8,3,0,0,1,2
324,400489075,C. Lee,15,4-7,1-1,2-4,2,2,1,0,0,2,11
325,400489075,J. McRoberts,34,2-6,0-0,1-2,7,5,1,1,0,2,5
326,400489075,M. Kidd-Gilchrist,17,2-4,0-0,0-0,4,0,0,0,2,2,4
327,400489075,A. Jefferson,33,6-14,2-2,0-0,3,1,0,2,2,1,14
328,400489075,K. Walker,34,11-17,5-6,1-2,6,5,0,0,3,2,28
329,400489075,G. Henderson,37,7-17,6-6,0-2,5,1,1,0,2,0,20
330,400489075,A. Tolliver,11,0-0,0-0,0-0,3,1,0,0,0,2,0
331,400489075,J. Adrien,15,0-0,1-2,0-0,3,0,0,0,1,1,1
332,400489075,J. Taylor,27,3-6,0-0,1-2,3,0,0,0,1,4,7
333,400489075,C. Zeller,14,1-3,0-0,0-0,3,1,0,0,1,1,2
334,400489075,R. Sessions,19,1-7,3-4,0-1,0,3,0,0,4,0,5
335,400489090,Z. Randolph,35,5-16,3-4,0-0,8,2,1,0,2,4,13
336,400489090,T. Prince,32,4-10,1-2,0-0,4,1,0,0,1,1,9
337,400489090,K. Koufos,35,3-11,1-2,0-0,13,1,1,3,1,4,7
338,400489090,M. Conley,33,6-14,2-2,0-3,1,9,2,0,0,0,14
339,400489090,T. Allen,27,5-8,2-2,0-0,2,2,3,0,0,2,12
340,400489090,E. Davis,24,3-5,5-6,0-0,7,1,0,3,0,2,11
