id,date,home_team,home_team_score,visit_team,visit_team_score
260125002,2006-01-25,Boston Celtics,87,Washington,89
260127002,2006-01-27,Boston Celtics,84,Sacramento,74
260129015,2006-01-29,Milwaukee,83,Boston Celtics,79
260130016,2006-01-30,Minnesota,110,Boston Celtics,85
260201002,2006-02-01,Boston Celtics,94,Phoenix,102
260203002,2006-02-03,Boston Celtics,81,LA,98
260204019,2006-02-04,Orlando,100,Boston Celtics,91
260206014,2006-02-06,Miami,114,Boston Celtics,98
260210002,2006-02-10,Boston Celtics,115,Portland,83
260212002,2006-02-12,Boston Celtics,102,Orlando,94
260215002,2006-02-15,Boston Celtics,109,Cleveland,113
260221026,2006-02-21,Utah,83,Boston Celtics,103
260222021,2006-02-22,Phoenix,103,Boston Celtics,94
260224022,2006-02-24,Portland,96,Boston Celtics,102
260226013,2006-02-26,Los Angeles,111,Boston Celtics,112
260301002,2006-03-01,Boston Celtics,96,Miami,103
260303002,2006-03-03,Boston Celtics,99,Indiana,98
260305028,2006-03-05,Toronto,111,Boston Celtics,105
260307027,2006-03-07,Washington,115,Boston Celtics,116
260308002,2006-03-08,Boston Celtics,104,Philadelphia,101
260310002,2006-03-10,Boston Celtics,86,Milwaukee,92
260312002,2006-03-12,Boston Celtics,106,Denver,101
260314029,2006-03-14,Memphis,93,Boston Celtics,76
260316014,2006-03-16,Miami,107,Boston Celtics,104
260317019,2006-03-17,Orlando,84,Boston Celtics,77
260319011,2006-03-19,Indiana,88,Boston Celtics,103
260320002,2006-03-20,Boston Celtics,97,Los Angeles,105
260322002,2006-03-22,Boston Celtics,110,Toronto,96
260324005,2006-03-24,Cleveland,94,Boston Celtics,82
260326002,2006-03-26,Boston Celtics,97,Chicago,101
260329018,2006-03-29,NY Knicks,98,Boston Celtics,123
260401004,2006-04-01,Chicago,100,Boston Celtics,94
260404028,2006-04-04,Toronto,120,Boston Celtics,124
260405002,2006-04-05,Boston Celtics,91,Washington,108
260407020,2006-04-07,Philadelphia,99,Boston Celtics,109
260409002,2006-04-09,Boston Celtics,86,NY Knicks,101
260412011,2006-04-12,Indiana,117,Boston Celtics,112
260414002,2006-04-14,Boston Celtics,74,Brooklyn,79
260416017,2006-04-16,Brooklyn,95,Boston Celtics,93
260417002,2006-04-17,Boston Celtics,88,Cleveland,93
260419002,2006-04-19,Boston Celtics,85,Miami,78
251102017,2006-11-02,Brooklyn Nets,96,Milwaukee,110
251104028,2006-11-04,Toronto,92,Brooklyn Nets,102
251105017,2006-11-05,Brooklyn Nets,100,Chicago,99
251107014,2006-11-07,Miami,90,Brooklyn Nets,89
251109017,2006-11-09,Brooklyn Nets,91,Utah,83
251111011,2006-11-11,Indiana,102,Brooklyn Nets,90
251112017,2006-11-12,Brooklyn Nets,91,Houston,99
251115017,2006-11-15,Brooklyn Nets,109,Oklahoma City,99
251119017,2006-11-19,Brooklyn Nets,89,Washington,83
251121009,2006-11-21,Golden State,100,Brooklyn Nets,97
251123023,2006-11-23,Sacramento,114,Brooklyn Nets,105
251125021,2006-11-25,Phoenix,92,Brooklyn Nets,81
251127013,2006-11-27,Los Angeles,96,Brooklyn Nets,102
251128007,2006-11-28,Denver,92,Brooklyn Nets,101
251130017,2006-11-30,Brooklyn Nets,83,Detroit,93
251203017,2006-12-03,Brooklyn Nets,82,Toronto,95
251207030,2006-12-07,Charlotte,84,Brooklyn Nets,97
251209005,2006-12-09,Cleveland,100,Brooklyn Nets,109
251210017,2006-12-10,Brooklyn Nets,95,Philadelphia,107
251213027,2006-12-13,Washington,94,Brooklyn Nets,74
251214017,2006-12-14,Brooklyn Nets,83,Charlotte,91
251216017,2006-12-16,Brooklyn Nets,115,Denver,106
251218017,2006-12-18,Brooklyn Nets,118,Golden State,90
251220017,2006-12-20,Brooklyn Nets,99,LA,85
251221019,2006-12-21,Orlando,85,Brooklyn Nets,96
251223014,2006-12-23,Miami,88,Brooklyn Nets,95
251226018,2006-12-26,NY Knicks,101,Brooklyn Nets,109
251227017,2006-12-27,Brooklyn Nets,96,Cleveland,91
251230017,2006-12-30,Brooklyn Nets,99,Atlanta,91
260106017,2006-01-06,Brooklyn Nets,113,Orlando,106
260108028,2006-01-08,Toronto,104,Brooklyn Nets,105
260110024,2006-01-10,San Antonio,96,Brooklyn Nets,91
260113029,2006-01-13,Memphis,81,Brooklyn Nets,69
260114006,2006-01-14,Dallas,110,Brooklyn Nets,77
260116017,2006-01-16,Brooklyn Nets,97,Indiana,92
260118020,2006-01-18,Philadelphia,90,Brooklyn Nets,101
260120002,2006-01-20,Boston,99,Brooklyn Nets,96
260121017,2006-01-21,Brooklyn Nets,103,Boston,83
260123026,2006-01-23,Utah,89,Brooklyn Nets,78
260125012,2006-01-25,LA,90,Brooklyn Nets,77
260127022,2006-01-27,Portland,88,Brooklyn Nets,83
260128025,2006-01-28,Oklahoma City,113,Brooklyn Nets,104
260131017,2006-01-31,Brooklyn Nets,91,Detroit,84
260201005,2006-02-01,Cleveland,91,Brooklyn Nets,85
260204017,2006-02-04,Brooklyn Nets,105,Miami,92
260206017,2006-02-06,Brooklyn Nets,99,New Orleans,91
260208017,2006-02-08,Brooklyn Nets,96,NY Knicks,83
260210017,2006-02-10,Brooklyn Nets,73,San Antonio,83
260212017,2006-02-12,Brooklyn Nets,94,Milwaukee,79
260214008,2006-02-14,Detroit,85,Brooklyn Nets,71
260215030,2006-02-15,Charlotte,94,Brooklyn Nets,95
260221015,2006-02-21,Milwaukee,85,Brooklyn Nets,89
260222017,2006-02-22,Brooklyn Nets,96,Orlando,93
260224018,2006-02-24,NY Knicks,90,Brooklyn Nets,94
260226017,2006-02-26,Brooklyn Nets,91,Indiana,101
260227001,2006-02-27,Atlanta,104,Brooklyn Nets,102
260301016,2006-03-01,Minnesota,100,Brooklyn Nets,90
260304017,2006-03-04,Brooklyn Nets,105,Toronto,100
260306017,2006-03-06,Brooklyn Nets,84,Sacramento,109
260307004,2006-03-07,Chicago,95,Brooklyn Nets,87
260312003,2006-03-12,New Orleans,84,Brooklyn Nets,95
260313010,2006-03-13,Houston,77,Brooklyn Nets,90
260315017,2006-03-15,Brooklyn Nets,78,Portland,65
260317017,2006-03-17,Brooklyn Nets,92,Los Angeles,89
260319017,2006-03-19,Brooklyn Nets,100,Dallas,89
260321027,2006-03-21,Washington,100,Brooklyn Nets,112
260323017,2006-03-23,Brooklyn Nets,86,Minnesota,82
260326008,2006-03-26,Detroit,74,Brooklyn Nets,79
260327017,2006-03-27,Brooklyn Nets,110,Phoenix,72
260329017,2006-03-29,Brooklyn Nets,86,Memphis,74
260331001,2006-03-31,Atlanta,88,Brooklyn Nets,91
260402017,2006-04-02,Brooklyn Nets,90,Miami,78
260404017,2006-04-04,Brooklyn Nets,96,Atlanta,94
260406017,2006-04-06,Brooklyn Nets,113,Charlotte,102
260408017,2006-04-08,Brooklyn Nets,102,Cleveland,108
260409015,2006-04-09,Milwaukee,83,Brooklyn Nets,95
260411004,2006-04-11,Chicago,104,Brooklyn Nets,101
260412017,2006-04-12,Brooklyn Nets,96,Philadelphia,116
260414002,2006-04-14,Boston,74,Brooklyn Nets,79
260416017,2006-04-16,Brooklyn Nets,95,Boston,93
260418020,2006-04-18,Philadelphia,91,Brooklyn Nets,88
260419017,2006-04-19,Brooklyn Nets,83,NY Knicks,90
251102002,2006-11-02,Boston,114,New York Knicks,100
251104018,2006-11-04,New York Knicks,75,Washington,86
251106018,2006-11-06,New York Knicks,81,Golden State,83
251109022,2006-11-09,Portland,95,New York Knicks,83
251111009,2006-11-11,Golden State,86,New York Knicks,84
251113023,2006-11-13,Sacramento,95,New York Knicks,105
251114026,2006-11-14,Utah,62,New York Knicks,73
251116013,2006-11-16,Los Angeles,97,New York Knicks,92
251118007,2006-11-18,Denver,95,New York Knicks,86
251120018,2006-11-20,New York Knicks,103,Portland,92
251123030,2006-11-23,Charlotte,108,New York Knicks,95
251126018,2006-11-26,New York Knicks,105,Philadelphia,102
251128014,2006-11-28,Miami,107,New York Knicks,94
251130018,2006-11-30,New York Knicks,109,Chicago,101
251202008,2006-12-02,Detroit,106,New York Knicks,98
251204018,2006-12-04,New York Knicks,99,Boston,102
251206025,2006-12-06,Oklahoma City,101,New York Knicks,104
251207012,2006-12-07,LA,84,New York Knicks,79
251209021,2006-12-09,Phoenix,85,New York Knicks,81
251212018,2006-12-12,New York Knicks,92,Milwaukee,112
251214018,2006-12-14,New York Knicks,90,Orlando,105
251216001,2006-12-16,Atlanta,122,New York Knicks,111
251217018,2006-12-17,New York Knicks,96,Indiana,102
251221018,2006-12-21,New York Knicks,96,San Antonio,109
251223018,2006-12-23,New York Knicks,98,Utah,90
251226018,2006-12-26,New York Knicks,101,Brooklyn,109
251228019,2006-12-28,Orlando,105,New York Knicks,95
251230015,2006-12-30,Milwaukee,113,New York Knicks,108
260102018,2006-01-02,New York Knicks,140,Phoenix,133
260106018,2006-01-06,New York Knicks,113,Washington,92
260108018,2006-01-08,New York Knicks,120,Oklahoma City,116
260110005,2006-01-10,Cleveland,84,New York Knicks,92
260111018,2006-01-11,New York Knicks,117,Dallas,115
260113018,2006-01-13,New York Knicks,105,Atlanta,94
260115028,2006-01-15,Toronto,129,New York Knicks,103
260116018,2006-01-16,New York Knicks,90,Minnesota,96
260118004,2006-01-18,Chicago,106,New York Knicks,104
260119018,2006-01-19,New York Knicks,79,Detroit,105
260121018,2006-01-21,New York Knicks,98,New Orleans,109
260125018,2006-01-25,New York Knicks,102,Sacramento,106
260127018,2006-01-27,New York Knicks,97,Orlando,94
260128020,2006-01-28,Philadelphia,91,New York Knicks,76
260130001,2006-01-30,Atlanta,120,New York Knicks,101
260131018,2006-01-31,New York Knicks,97,Los Angeles,130
260203028,2006-02-03,Toronto,104,New York Knicks,90
260205018,2006-02-05,New York Knicks,89,Houston,93
260207018,2006-02-07,New York Knicks,82,LA,85
260208017,2006-02-08,Brooklyn,96,New York Knicks,83
260210003,2006-02-10,New Orleans,111,New York Knicks,100
260212010,2006-02-12,Houston,90,New York Knicks,83
260213006,2006-02-13,Dallas,100,New York Knicks,72
260215018,2006-02-15,New York Knicks,98,Toronto,96
260222018,2006-02-22,New York Knicks,83,Miami,103
260224018,2006-02-24,New York Knicks,90,Brooklyn,94
260225027,2006-02-25,Washington,110,New York Knicks,89
260227024,2006-02-27,San Antonio,121,New York Knicks,93
260301029,2006-03-01,Memphis,101,New York Knicks,99
260303018,2006-03-03,New York Knicks,101,Chicago,108
260304015,2006-03-04,Milwaukee,98,New York Knicks,103
260307011,2006-03-07,Indiana,92,New York Knicks,107
260311030,2006-03-11,Charlotte,116,New York Knicks,109
260313018,2006-03-13,New York Knicks,96,Denver,108
260315018,2006-03-15,New York Knicks,121,Atlanta,117
260317018,2006-03-17,New York Knicks,105,Detroit,103
260319018,2006-03-19,New York Knicks,100,Miami,111
260321018,2006-03-21,New York Knicks,109,Toronto,114
260322019,2006-03-22,Orlando,111,New York Knicks,87
260324018,2006-03-24,New York Knicks,75,Memphis,91
260326016,2006-03-26,Minnesota,98,New York Knicks,94
260329018,2006-03-29,New York Knicks,98,Boston,123
260331018,2006-03-31,New York Knicks,112,Philadelphia,117
260402020,2006-04-02,Philadelphia,114,New York Knicks,95
260404027,2006-04-04,Washington,105,New York Knicks,90
260405018,2006-04-05,New York Knicks,96,Cleveland,94
260407018,2006-04-07,New York Knicks,98,Indiana,96
260409002,2006-04-09,Boston,86,New York Knicks,101
260410011,2006-04-10,Indiana,101,New York Knicks,82
260413005,2006-04-13,Cleveland,91,New York Knicks,87
260414018,2006-04-14,New York Knicks,80,Milwaukee,97
260416008,2006-04-16,Detroit,103,New York Knicks,97
260417018,2006-04-17,New York Knicks,91,Charlotte,98
260419017,2006-04-19,Brooklyn,83,New York Knicks,90
251101020,2006-11-01,Philadelphia 76ers,108,Milwaukee,117
251102008,2006-11-02,Detroit,108,Philadelphia 76ers,88
251104020,2006-11-04,Philadelphia 76ers,93,Charlotte,110
251105011,2006-11-05,Indiana,109,Philadelphia 76ers,111
251109020,2006-11-09,Philadelphia 76ers,112,Dallas,97
251111020,2006-11-11,Philadelphia 76ers,85,Los Angeles,81
251113020,2006-11-13,Philadelphia 76ers,113,LA,108
251115020,2006-11-15,Philadelphia 76ers,104,Toronto,92
251116028,2006-11-16,Toronto,115,Philadelphia 76ers,121
251118014,2006-11-18,Miami,106,Philadelphia 76ers,96
251119020,2006-11-19,Philadelphia 76ers,120,Cleveland,123
251121020,2006-11-21,Philadelphia 76ers,103,New Orleans,91
251123015,2006-11-23,Milwaukee,108,Philadelphia 76ers,97
251126018,2006-11-26,NY Knicks,105,Philadelphia 76ers,102
251129020,2006-11-29,Philadelphia 76ers,107,Portland,83
251130002,2006-11-30,Boston,110,Philadelphia 76ers,103
251202003,2006-12-02,New Orleans,88,Philadelphia 76ers,86
251203024,2006-12-03,San Antonio,100,Philadelphia 76ers,91
251207020,2006-12-07,Philadelphia 76ers,85,Milwaukee,88
251209020,2006-12-09,Philadelphia 76ers,119,Charlotte,115
251210017,2006-12-10,Brooklyn,95,Philadelphia 76ers,107
251212020,2006-12-12,Philadelphia 76ers,90,Minnesota,89
251214020,2006-12-14,Philadelphia 76ers,106,Atlanta,101
251216020,2006-12-16,Philadelphia 76ers,105,Miami,112
251218028,2006-12-18,Toronto,80,Philadelphia 76ers,107
251221020,2006-12-21,Philadelphia 76ers,111,Golden State,100
251223001,2006-12-23,Atlanta,111,Philadelphia 76ers,108
251227007,2006-12-27,Denver,106,Philadelphia 76ers,108
251228022,2006-12-28,Portland,95,Philadelphia 76ers,91
251231026,2006-12-31,Utah,108,Philadelphia 76ers,102
260103023,2006-01-03,Sacramento,98,Philadelphia 76ers,111
260104021,2006-01-04,Phoenix,105,Philadelphia 76ers,85
260106013,2006-01-06,Los Angeles,119,Philadelphia 76ers,93
260109020,2006-01-09,Philadelphia 76ers,107,Oklahoma City,98
260111020,2006-01-11,Philadelphia 76ers,102,Utah,110
260113020,2006-01-13,Philadelphia 76ers,125,Boston,124
260116027,2006-01-16,Washington,104,Philadelphia 76ers,76
260118020,2006-01-18,Philadelphia 76ers,90,Brooklyn,101
260120020,2006-01-20,Philadelphia 76ers,89,Memphis,86
260122016,2006-01-22,Minnesota,84,Philadelphia 76ers,86
260124020,2006-01-24,Philadelphia 76ers,109,Sacramento,103
260126020,2006-01-26,Philadelphia 76ers,115,Orlando,119
260128020,2006-01-28,Philadelphia 76ers,91,NY Knicks,76
260129019,2006-01-29,Orlando,81,Philadelphia 76ers,89
260131020,2006-01-31,Philadelphia 76ers,99,Phoenix,123
260203020,2006-02-03,Philadelphia 76ers,80,Detroit,87
260204005,2006-02-04,Cleveland,95,Philadelphia 76ers,100
260206020,2006-02-06,Philadelphia 76ers,81,Houston,87
260208030,2006-02-08,Charlotte,100,Philadelphia 76ers,92
260212027,2006-02-12,Washington,107,Philadelphia 76ers,97
260215020,2006-02-15,Philadelphia 76ers,103,San Antonio,100
260216004,2006-02-16,Chicago,117,Philadelphia 76ers,84
260222020,2006-02-22,Philadelphia 76ers,116,Cleveland,107
260224015,2006-02-24,Milwaukee,111,Philadelphia 76ers,116
260225020,2006-02-25,Philadelphia 76ers,108,Chicago,102
260227006,2006-02-27,Dallas,104,Philadelphia 76ers,92
260301010,2006-03-01,Houston,101,Philadelphia 76ers,106
260303020,2006-03-03,Philadelphia 76ers,119,Washington,113
260305020,2006-03-05,Philadelphia 76ers,93,Indiana,94
260308002,2006-03-08,Boston,104,Philadelphia 76ers,101
260309020,2006-03-09,Philadelphia 76ers,93,Denver,97
260312029,2006-03-12,Memphis,91,Philadelphia 76ers,94
260314020,2006-03-14,Philadelphia 76ers,97,Toronto,111
260316025,2006-03-16,Oklahoma City,102,Philadelphia 76ers,98
260317012,2006-03-17,LA,99,Philadelphia 76ers,89
260319009,2006-03-19,Golden State,98,Philadelphia 76ers,89
260322020,2006-03-22,Philadelphia 76ers,115,Atlanta,106
260324020,2006-03-24,Philadelphia 76ers,86,Orlando,102
260326011,2006-03-26,Indiana,92,Philadelphia 76ers,79
260329020,2006-03-29,Philadelphia 76ers,91,Detroit,101
260331018,2006-03-31,NY Knicks,112,Philadelphia 76ers,117
260402020,2006-04-02,Philadelphia 76ers,114,NY Knicks,95
260404005,2006-04-04,Cleveland,124,Philadelphia 76ers,91
260405020,2006-04-05,Philadelphia 76ers,92,Chicago,99
260407020,2006-04-07,Philadelphia 76ers,99,Boston,109
260408004,2006-04-08,Chicago,75,Philadelphia 76ers,89
260410020,2006-04-10,Philadelphia 76ers,105,Washington,97
260412017,2006-04-12,Brooklyn,96,Philadelphia 76ers,116
260414014,2006-04-14,Miami,104,Philadelphia 76ers,85
260415019,2006-04-15,Orlando,102,Philadelphia 76ers,97
260418020,2006-04-18,Philadelphia 76ers,91,Brooklyn,88
260419030,2006-04-19,Charlotte,96,Philadelphia 76ers,86
251102028,2006-11-02,Toronto Raptors,96,Washington,99
251104028,2006-11-04,Toronto Raptors,92,Brooklyn,102
251105008,2006-11-05,Detroit,117,Toronto Raptors,84
251107028,2006-11-07,Toronto Raptors,93,Cleveland,105
251111028,2006-11-11,Toronto Raptors,84,Utah,99
251113028,2006-11-13,Toronto Raptors,121,Oklahoma City,126
251115020,2006-11-15,Philadelphia,104,Toronto Raptors,92
251116028,2006-11-16,Toronto Raptors,115,Philadelphia,121
251118002,2006-11-18,Boston,100,Toronto Raptors,93
251120028,2006-11-20,Toronto Raptors,107,Miami,94
251122021,2006-11-22,Phoenix,90,Toronto Raptors,82
251123012,2006-11-23,LA,103,Toronto Raptors,100
251125023,2006-11-25,Sacramento,106,Toronto Raptors,104
251126009,2006-11-26,Golden State,117,Toronto Raptors,91
251128028,2006-11-28,Toronto Raptors,91,Dallas,93
251130028,2006-11-30,Toronto Raptors,66,Memphis,92
251202001,2006-12-02,Atlanta,101,Toronto Raptors,102
251203017,2006-12-03,Brooklyn,82,Toronto Raptors,95
251206027,2006-12-06,Washington,119,Toronto Raptors,111
251207028,2006-12-07,Toronto Raptors,91,Los Angeles,102
251210030,2006-12-10,Charlotte,103,Toronto Raptors,111
251214028,2006-12-14,Toronto Raptors,94,Chicago,105
251216028,2006-12-16,Toronto Raptors,98,Golden State,108
251218028,2006-12-18,Toronto Raptors,80,Philadelphia,107
251219019,2006-12-19,Orlando,90,Toronto Raptors,92
251221010,2006-12-21,Houston,81,Toronto Raptors,94
251223024,2006-12-23,San Antonio,95,Toronto Raptors,90
251227008,2006-12-27,Detroit,113,Toronto Raptors,106
251228028,2006-12-28,Toronto Raptors,108,Atlanta,102
251230011,2006-12-30,Indiana,97,Toronto Raptors,99
260103001,2006-01-03,Atlanta,97,Toronto Raptors,108
260104028,2006-01-04,Toronto Raptors,121,Orlando,97
260106028,2006-01-06,Toronto Raptors,112,Houston,92
260108028,2006-01-08,Toronto Raptors,104,Brooklyn,105
260109004,2006-01-09,Chicago,113,Toronto Raptors,104
260111028,2006-01-11,Toronto Raptors,95,Charlotte,86
260115028,2006-01-15,Toronto Raptors,129,NY Knicks,103
260117026,2006-01-17,Utah,111,Toronto Raptors,98
260118022,2006-01-18,Portland,96,Toronto Raptors,94
260120025,2006-01-20,Oklahoma City,113,Toronto Raptors,121
260122013,2006-01-22,Los Angeles,122,Toronto Raptors,104
260123007,2006-01-23,Denver,107,Toronto Raptors,101
260125028,2006-01-25,Toronto Raptors,88,Chicago,104
260127015,2006-01-27,Milwaukee,108,Toronto Raptors,87
260129028,2006-01-29,Toronto Raptors,124,Sacramento,123
260201028,2006-02-01,Toronto Raptors,117,Washington,112
260203028,2006-02-03,Toronto Raptors,104,NY Knicks,90
260205028,2006-02-05,Toronto Raptors,113,LA,115
260208028,2006-02-08,Toronto Raptors,118,San Antonio,125
260210030,2006-02-10,Charlotte,73,Toronto Raptors,88
260212028,2006-02-12,Toronto Raptors,114,Portland,81
260213016,2006-02-13,Minnesota,94,Toronto Raptors,98
260215018,2006-02-15,NY Knicks,98,Toronto Raptors,96
260221029,2006-02-21,Memphis,94,Toronto Raptors,88
260225006,2006-02-25,Dallas,115,Toronto Raptors,113
260227014,2006-02-27,Miami,101,Toronto Raptors,94
260301028,2006-03-01,Toronto Raptors,111,Atlanta,113
260304017,2006-03-04,Brooklyn,105,Toronto Raptors,100
260305028,2006-03-05,Toronto Raptors,111,Boston,105
260307005,2006-03-07,Cleveland,106,Toronto Raptors,99
260308028,2006-03-08,Toronto Raptors,97,Cleveland,98
260310028,2006-03-10,Toronto Raptors,97,Denver,108
260312028,2006-03-12,Toronto Raptors,93,Indiana,89
260314020,2006-03-14,Philadelphia,97,Toronto Raptors,111
260315028,2006-03-15,Toronto Raptors,98,Detroit,105
260317028,2006-03-17,Toronto Raptors,97,Milwaukee,96
260321018,2006-03-21,NY Knicks,109,Toronto Raptors,114
260322002,2006-03-22,Boston,110,Toronto Raptors,96
260324028,2006-03-24,Toronto Raptors,97,Minnesota,77
260326015,2006-03-26,Milwaukee,125,Toronto Raptors,116
260329028,2006-03-29,Toronto Raptors,94,Miami,98
260331028,2006-03-31,Toronto Raptors,126,Phoenix,140
260402028,2006-04-02,Toronto Raptors,113,New Orleans,120
260404028,2006-04-04,Toronto Raptors,120,Boston,124
260405011,2006-04-05,Indiana,111,Toronto Raptors,103
260407003,2006-04-07,New Orleans,95,Toronto Raptors,89
260409028,2006-04-09,Toronto Raptors,88,Charlotte,94
260411014,2006-04-11,Miami,106,Toronto Raptors,97
260412019,2006-04-12,Orlando,103,Toronto Raptors,96
260414028,2006-04-14,Toronto Raptors,108,Detroit,103
260417028,2006-04-17,Toronto Raptors,95,Indiana,120
260419004,2006-04-19,Chicago,127,Toronto Raptors,106
251102009,2006-11-02,Golden State Warriors,122,Atlanta,97
251104009,2006-11-04,Golden State Warriors,85,Utah,91
251106018,2006-11-06,NY Knicks,81,Golden State Warriors,83
251108015,2006-11-08,Milwaukee,103,Golden State Warriors,110
251109004,2006-11-09,Chicago,85,Golden State Warriors,84
251111009,2006-11-11,Golden State Warriors,86,NY Knicks,84
251112021,2006-11-12,Phoenix,101,Golden State Warriors,86
251114009,2006-11-14,Golden State Warriors,100,Chicago,82
251116009,2006-11-16,Golden State Warriors,87,Milwaukee,90
251118022,2006-11-18,Portland,80,Golden State Warriors,91
251120012,2006-11-20,LA,113,Golden State Warriors,101
251121009,2006-11-21,Golden State Warriors,100,Brooklyn,97
251123009,2006-11-23,Golden State Warriors,89,San Antonio,113
251125026,2006-11-25,Utah,90,Golden State Warriors,94
251126009,2006-11-26,Golden State Warriors,117,Toronto,91
251128009,2006-11-28,Golden State Warriors,99,New Orleans,83
251130009,2006-11-30,Golden State Warriors,113,Sacramento,106
251202009,2006-12-02,Golden State Warriors,107,Charlotte,100
251207009,2006-12-07,Golden State Warriors,110,Phoenix,118
251209009,2006-12-09,Golden State Warriors,103,Detroit,106
251213025,2006-12-13,Oklahoma City,107,Golden State Warriors,110
251214009,2006-12-14,Golden State Warriors,105,Houston,111
251216028,2006-12-16,Toronto,98,Golden State Warriors,108
251218017,2006-12-18,Brooklyn,118,Golden State Warriors,90
251219002,2006-12-19,Boston,109,Golden State Warriors,98
251221020,2006-12-21,Philadelphia,111,Golden State Warriors,100
251223008,2006-12-23,Detroit,97,Golden State Warriors,85
251226009,2006-12-26,Golden State Warriors,112,Denver,118
251228009,2006-12-28,Golden State Warriors,111,Boston,109
251230006,2006-12-30,Dallas,109,Golden State Warriors,111
251231010,2006-12-31,Houston,89,Golden State Warriors,94
260103029,2006-01-03,Memphis,104,Golden State Warriors,94
260105009,2006-01-05,Golden State Warriors,89,Indiana,99
260111009,2006-01-11,Golden State Warriors,96,Miami,110
260112021,2006-01-12,Phoenix,112,Golden State Warriors,99
260114009,2006-01-14,Golden State Warriors,104,Los Angeles,110
260116009,2006-01-16,Golden State Warriors,109,Oklahoma City,93
260120009,2006-01-20,Golden State Warriors,99,Cleveland,79
260122012,2006-01-22,LA,105,Golden State Warriors,92
260123009,2006-01-23,Golden State Warriors,93,LA,96
260125009,2006-01-25,Golden State Warriors,93,Dallas,102
260127013,2006-01-27,Los Angeles,106,Golden State Warriors,105
260128009,2006-01-28,Golden State Warriors,98,Portland,83
260201025,2006-02-01,Oklahoma City,111,Golden State Warriors,107
260202009,2006-02-02,Golden State Warriors,86,San Antonio,89
260204009,2006-02-04,Golden State Warriors,109,Minnesota,77
260206009,2006-02-06,Golden State Warriors,122,Denver,114
260208027,2006-02-08,Washington,129,Golden State Warriors,124
260210011,2006-02-10,Indiana,107,Golden State Warriors,95
260211005,2006-02-11,Cleveland,91,Golden State Warriors,99
260213009,2006-02-13,Golden State Warriors,79,Memphis,81
260215009,2006-02-15,Golden State Warriors,88,LA,81
260221023,2006-02-21,Sacramento,102,Golden State Warriors,77
260224010,2006-02-24,Houston,91,Golden State Warriors,88
260225024,2006-02-25,San Antonio,92,Golden State Warriors,75
260227009,2006-02-27,Golden State Warriors,108,Utah,117
260301009,2006-03-01,Golden State Warriors,98,Orlando,94
260303009,2006-03-03,Golden State Warriors,94,Los Angeles,106
260305016,2006-03-05,Minnesota,103,Golden State Warriors,90
260307001,2006-03-07,Atlanta,113,Golden State Warriors,106
260308030,2006-03-08,Charlotte,104,Golden State Warriors,101
260310014,2006-03-10,Miami,106,Golden State Warriors,111
260311019,2006-03-11,Orlando,103,Golden State Warriors,92
260316009,2006-03-16,Golden State Warriors,105,Minnesota,97
