,PLAYER,GP,GS,MIN,PPG,OFFR,DEFR,RPG,APG,SPG,BPG,TPG,FPG,A/TO,PER,GP_Normalized,GS_Normalized,MIN_Normalized,PPG_Normalized,OFFR_Normalized,DEFR_Normalized,RPG_Normalized,APG_Normalized,SPG_Normalized,BPG_Normalized,TPG_Normalized,FPG_Normalized,A/TO_Normalized,PER_Normalized,scores_Normalized
0,"Jeff Green, SF",82.0,82.0,34.2,16.9,0.7,4.0,4.6,1.7,0.7,0.57,2.0,2.2,0.8,13.2,1.0,1.0,0.880636604775,0.528125,0.12962962963,0.416666666667,0.338235294118,0.158878504673,0.282258064516,0.202127659574,0.350877192982,0.578947368421,0.16,0.316284538507,6.34266652386
1,"Avery Bradley, SG",60.0,58.0,30.9,14.9,0.8,3.0,3.8,1.4,1.05,0.18,1.6,2.4,0.9,12.8,0.728395061728,0.707317073171,0.793103448276,0.465625,0.148148148148,0.3125,0.279411764706,0.130841121495,0.423387096774,0.063829787234,0.280701754386,0.631578947368,0.18,0.3139329806,5.45877218389
2,"Jordan Crawford, SG†",39.0,35.0,30.7,13.7,0.5,2.6,3.1,5.7,0.87,0.08,2.2,1.9,2.7,15.7,0.469135802469,0.426829268293,0.787798408488,0.428125,0.0925925925926,0.270833333333,0.227941176471,0.532710280374,0.350806451613,0.0283687943262,0.385964912281,0.5,0.54,0.330981775426,5.37208779567
3,"Jared Sullinger, C",74.0,44.0,27.6,13.3,3.3,4.9,8.1,1.6,0.47,0.66,1.6,3.4,1.0,16.4,0.901234567901,0.536585365854,0.705570291777,0.415625,0.611111111111,0.510416666667,0.595588235294,0.14953271028,0.189516129032,0.234042553191,0.280701754386,0.894736842105,0.2,0.335097001764,6.55975822936
4,"Rajon Rondo, PG",30.0,30.0,33.3,11.7,0.7,4.7,5.5,9.8,1.33,0.07,3.3,2.2,3.0,15.3,0.358024691358,0.365853658537,0.856763925729,0.365625,0.12962962963,0.489583333333,0.404411764706,0.915887850467,0.536290322581,0.0248226950355,0.578947368421,0.578947368421,0.6,0.328630217519,6.53341782574
5,"Brandon Bass, PF",82.0,73.0,27.6,11.1,2.0,3.8,5.7,1.1,0.44,0.87,1.2,2.3,0.9,15.0,1.0,0.890243902439,0.705570291777,0.346875,0.37037037037,0.395833333333,0.419117647059,0.102803738318,0.177419354839,0.308510638298,0.210526315789,0.605263157895,0.18,0.326866549089,6.03940029921
6,"Jerryd Bayless, PG†",41.0,14.0,25.3,10.1,0.3,1.8,2.1,3.1,0.98,0.1,1.5,2.2,2.1,12.5,0.493827160494,0.170731707317,0.644562334218,0.315625,0.0555555555556,0.1875,0.154411764706,0.289719626168,0.395161290323,0.0354609929078,0.263157894737,0.578947368421,0.42,0.312169312169,4.31683000702
7,"Kelly Olynyk, C",70.0,9.0,20.0,8.7,2.0,3.2,5.2,1.6,0.5,0.39,1.5,3.2,1.0,15.3,0.851851851852,0.109756097561,0.503978779841,0.271875,0.37037037037,0.333333333333,0.382352941176,0.14953271028,0.201612903226,0.13829787234,0.263157894737,0.842105263158,0.2,0.328630217519,4.94685523539
8,"Kris Humphries, PF",69.0,30.0,19.9,8.4,1.8,4.1,5.9,1.0,0.45,0.88,0.9,2.0,1.0,18.3,0.83950617284,0.365853658537,0.501326259947,0.2625,0.333333333333,0.427083333333,0.433823529412,0.0934579439252,0.181451612903,0.312056737589,0.157894736842,0.526315789474,0.2,0.346266901822,4.98087000996
9,"Courtney Lee, SG†",30.0,0.0,16.8,7.4,0.3,1.4,1.6,1.1,0.67,0.3,0.8,1.2,1.3,14.7,0.358024691358,0.0,0.419098143236,0.23125,0.0555555555556,0.145833333333,0.117647058824,0.102803738318,0.270161290323,0.106382978723,0.140350877193,0.315789473684,0.26,0.325102880658,2.84800002121
