,PLAYER,GP,GS,MIN,PPG,OFFR,DEFR,RPG,APG,SPG,BPG,TPG,FPG,A/TO,PER,GP_Normalized,GS_Normalized,MIN_Normalized,PPG_Normalized,OFFR_Normalized,DEFR_Normalized,RPG_Normalized,APG_Normalized,SPG_Normalized,BPG_Normalized,TPG_Normalized,FPG_Normalized,A/TO_Normalized,PER_Normalized,scores_Normalized
64,"DeMar DeRozan, SG",48.0,48.0,35.5,27.9,1.0,4.4,5.4,3.8,1.15,0.19,2.3,1.9,1.6,24.8,0.839285714286,0.842105263158,0.94262295082,0.894230769231,0.238095238095,0.423076923077,0.385714285714,0.336283185841,0.511111111111,0.0756972111554,0.389830508475,0.487179487179,0.2,0.498397435897,7.06363008404
65,"Kyle Lowry, PG",54.0,54.0,37.6,22.8,0.9,3.9,4.8,7.0,1.46,0.33,2.8,2.9,2.5,23.3,0.946428571429,0.947368421053,1.0,0.730769230769,0.214285714286,0.375,0.342857142857,0.619469026549,0.648888888889,0.131474103586,0.474576271186,0.74358974359,0.3125,0.474358974359,7.96156608855
66,"Jonas Valanciunas, C",53.0,53.0,27.2,12.4,2.9,6.9,9.8,0.8,0.47,0.75,1.4,2.8,0.5,19.3,0.928571428571,0.929824561404,0.715846994536,0.397435897436,0.690476190476,0.663461538462,0.7,0.070796460177,0.208888888889,0.298804780876,0.237288135593,0.717948717949,0.0625,0.410256410256,7.03210000462
67,"Terrence Ross, SF",54.0,0.0,22.4,10.4,0.3,2.3,2.6,0.8,0.98,0.37,0.6,1.5,1.4,14.9,0.946428571429,0.0,0.584699453552,0.333333333333,0.0714285714286,0.221153846154,0.185714285714,0.070796460177,0.435555555556,0.147410358566,0.101694915254,0.384615384615,0.175,0.339743589744,3.99757432552
68,"DeMarre Carroll, SF",50.0,50.0,26.8,9.8,0.9,3.0,3.9,0.9,1.18,0.38,0.8,1.9,1.2,12.8,0.875,0.877192982456,0.704918032787,0.314102564103,0.214285714286,0.288461538462,0.278571428571,0.0796460176991,0.524444444444,0.151394422311,0.135593220339,0.487179487179,0.15,0.30608974359,5.38687959623
69,"Cory Joseph, PG",53.0,1.0,22.5,8.6,0.5,2.1,2.6,2.8,0.74,0.09,1.0,1.7,2.7,13.3,0.928571428571,0.0175438596491,0.587431693989,0.275641025641,0.119047619048,0.201923076923,0.185714285714,0.247787610619,0.328888888889,0.0358565737052,0.169491525424,0.435897435897,0.3375,0.314102564103,4.18539758817
70,"Patrick Patterson, PF",40.0,7.0,27.3,7.2,1.2,4.3,5.5,1.4,0.75,0.4,0.7,2.1,2.0,10.5,0.696428571429,0.122807017544,0.718579234973,0.230769230769,0.285714285714,0.413461538462,0.392857142857,0.12389380531,0.333333333333,0.159362549801,0.118644067797,0.538461538462,0.25,0.269230769231,4.65354308568
71,"Norman Powell, SG",51.0,14.0,17.1,7.1,0.3,1.7,2.0,1.0,0.69,0.22,0.8,1.5,1.3,13.0,0.892857142857,0.245614035088,0.439890710383,0.227564102564,0.0714285714286,0.163461538462,0.142857142857,0.0884955752212,0.306666666667,0.0876494023904,0.135593220339,0.384615384615,0.1625,0.309294871795,3.65848836467
72,"Lucas Nogueira, C",46.0,6.0,21.7,5.3,1.8,3.2,4.9,0.8,1.02,1.76,0.8,2.7,1.1,16.6,0.803571428571,0.105263157895,0.565573770492,0.169871794872,0.428571428571,0.307692307692,0.35,0.070796460177,0.453333333333,0.701195219124,0.135593220339,0.692307692308,0.1375,0.366987179487,5.28825699286
73,"Pascal Siakam, PF",47.0,38.0,17.0,4.4,1.3,2.3,3.5,0.3,0.49,0.89,0.7,2.2,0.5,11.0,0.821428571429,0.666666666667,0.437158469945,0.141025641026,0.309523809524,0.221153846154,0.25,0.0265486725664,0.217777777778,0.354581673307,0.118644067797,0.564102564103,0.0625,0.277243589744,4.46835535004
74,"Jared Sullinger, C",11.0,1.0,10.7,3.4,0.9,1.5,2.5,0.3,0.36,0.09,0.4,1.5,0.8,6.0,0.178571428571,0.0175438596491,0.265027322404,0.108974358974,0.214285714286,0.144230769231,0.178571428571,0.0265486725664,0.16,0.0358565737052,0.0677966101695,0.384615384615,0.1,0.197115384615,2.07913750736
75,"Fred VanVleet, PG",21.0,0.0,6.9,2.9,0.1,0.8,0.9,0.9,0.48,0.05,0.2,0.9,4.5,13.9,0.357142857143,0.0,0.161202185792,0.0929487179487,0.0238095238095,0.0769230769231,0.0642857142857,0.0796460176991,0.213333333333,0.0199203187251,0.0338983050847,0.230769230769,0.5625,0.323717948718,2.24009723023
76,"Jakob Poeltl, C",30.0,3.0,10.5,2.3,1.3,1.4,2.7,0.2,0.33,0.27,0.4,2.0,0.5,10.1,0.517857142857,0.0526315789474,0.25956284153,0.0737179487179,0.309523809524,0.134615384615,0.192857142857,0.0176991150442,0.146666666667,0.107569721116,0.0677966101695,0.512820512821,0.0625,0.262820512821,2.71863898769
77,"Bruno Caboclo, SF",8.0,0.0,2.9,0.4,0.4,0.4,0.8,0.4,0.25,0.0,0.3,0.4,1.5,7.9,0.125,0.0,0.051912568306,0.0128205128205,0.0952380952381,0.0384615384615,0.0571428571429,0.0353982300885,0.111111111111,0.0,0.0508474576271,0.102564102564,0.1875,0.227564102564,1.09556057592
