,id,player,MIN,FG,3PT,FT,REB,AST,STL,BLK,TO,PF,PTS,3PTsMade,3PTsAttempted,FTsMade,FTsAttempted,FGsMade,FGsAttempted
0,400488879,B. Bass,32,6-7,5-5,0-0,2,2,2,0,1,2,17,5.0,5.0,0.0,0.0,6.0,7.0
1,400488879,G. Wallace,40,1-1,1-4,0-0,3,2,4,0,5,2,3,1.0,4.0,0.0,0.0,1.0,1.0
2,400488879,J. Green,37,8-16,7-9,2-3,5,2,1,1,1,4,25,7.0,9.0,2.0,3.0,8.0,16.0
3,400488879,V. Faverani,27,4-9,5-8,0-1,3,0,0,3,3,5,13,5.0,8.0,0.0,1.0,4.0,9.0
4,400488879,A. Bradley,31,4-13,0-0,0-3,5,4,2,1,4,6,8,0.0,0.0,0.0,3.0,4.0,13.0
5,400488879,K. Humphries,21,3-4,2-3,0-0,9,0,0,2,2,2,8,2.0,3.0,0.0,0.0,3.0,4.0
6,400488879,K. Olynyk,16,2-5,0-0,0-2,0,0,0,0,3,2,4,0.0,0.0,0.0,2.0,2.0,5.0
7,400488879,P. Pressey,4,0-2,0-0,0-1,1,0,0,0,0,2,0,0.0,0.0,0.0,1.0,0.0,2.0
8,400488879,J. Crawford,18,3-5,0-0,1-1,3,5,0,0,1,2,7,0.0,0.0,1.0,1.0,3.0,5.0
9,400488879,C. Lee,14,1-4,0-0,0-2,2,0,1,0,2,0,2,0.0,0.0,0.0,2.0,1.0,4.0
10,400488879,A. Johnson,24,6-8,0-0,1-3,3,2,0,1,0,4,13,0.0,0.0,1.0,3.0,6.0,8.0
11,400488879,R. Gay,34,8-18,2-3,1-2,8,1,2,0,5,3,19,2.0,3.0,1.0,2.0,8.0,18.0
12,400488879,J. Valanciunas,31,4-9,0-0,0-0,11,0,1,2,3,4,8,0.0,0.0,0.0,0.0,4.0,9.0
13,400488879,K. Lowry,35,2-8,7-12,0-3,3,8,2,0,2,2,11,7.0,12.0,0.0,3.0,2.0,8.0
14,400488879,D. DeRozan,40,6-19,0-2,1-3,2,2,2,0,5,3,13,0.0,2.0,1.0,3.0,6.0,19.0
15,400488879,T. Hansbrough,25,3-4,1-2,0-0,12,0,0,3,0,1,7,1.0,2.0,0.0,0.0,3.0,4.0
16,400488879,T. Ross,12,2-3,1-2,1-1,2,0,2,0,1,2,6,1.0,2.0,1.0,1.0,2.0,3.0
17,400488879,S. Novak,7,1-3,0-0,1-2,1,0,0,0,0,1,3,0.0,0.0,1.0,2.0,1.0,3.0
18,400488879,D.J. Augustin,13,2-7,1-1,0-3,0,2,0,0,1,1,5,1.0,1.0,0.0,3.0,2.0,7.0
19,400488879,L. Fields,18,4-7,0-1,0-0,6,0,0,0,0,4,8,0.0,1.0,0.0,0.0,4.0,7.0
20,400488897,E. Ilyasova,23,2-7,0-0,1-3,4,1,2,1,1,3,5,0.0,0.0,1.0,3.0,2.0,7.0
21,400488897,C. Butler,27,2-8,2-2,2-4,6,1,1,0,0,1,8,2.0,2.0,2.0,4.0,2.0,8.0
22,400488897,L. Sanders,18,2-5,0-0,0-0,3,1,0,4,1,2,4,0.0,0.0,0.0,0.0,2.0,5.0
23,400488897,G. Neal,26,4-11,4-6,2-3,1,1,1,0,1,0,14,4.0,6.0,2.0,3.0,4.0,11.0
24,400488897,O.J. Mayo,23,2-9,4-4,0-1,4,2,2,0,3,4,8,4.0,4.0,0.0,1.0,2.0,9.0
25,400488897,G. Antetokounmpo,12,2-5,1-2,0-1,2,0,0,0,0,3,5,1.0,2.0,0.0,1.0,2.0,5.0
26,400488897,Z. Pachulia,30,5-10,10-10,0-0,9,4,2,1,0,4,20,10.0,10.0,0.0,0.0,5.0,10.0
27,400488897,J. Henson,25,6-11,2-4,0-0,9,0,0,1,0,2,14,2.0,4.0,0.0,0.0,6.0,11.0
28,400488897,N. Wolters,29,5-10,3-3,1-2,2,6,0,0,1,1,14,3.0,3.0,1.0,2.0,5.0,10.0
29,400488897,K. Middleton,27,5-8,3-3,0-1,1,2,2,0,0,4,13,3.0,3.0,0.0,1.0,5.0,8.0
30,400488897,B. Bass,35,6-11,5-6,0-0,8,2,0,1,0,3,17,5.0,6.0,0.0,0.0,6.0,11.0
31,400488897,G. Wallace,36,5-9,2-7,2-5,6,4,1,0,4,2,14,2.0,7.0,2.0,5.0,5.0,9.0
32,400488897,J. Green,38,4-13,4-7,1-3,9,1,0,0,4,3,13,4.0,7.0,1.0,3.0,4.0,13.0
33,400488897,V. Faverani,37,4-6,4-6,0-1,18,1,1,6,3,4,12,4.0,6.0,0.0,1.0,4.0,6.0
34,400488897,A. Bradley,33,4-14,0-0,0-3,2,2,1,0,4,6,8,0.0,0.0,0.0,3.0,4.0,14.0
35,400488897,J. Sullinger,10,2-6,6-7,0-0,3,0,0,0,1,4,10,6.0,7.0,0.0,0.0,2.0,6.0
36,400488897,K. Olynyk,14,2-5,0-0,0-1,2,1,0,0,1,4,4,0.0,0.0,0.0,1.0,2.0,5.0
37,400488897,J. Crawford,12,1-1,5-5,0-0,0,1,0,0,0,0,7,5.0,5.0,0.0,0.0,1.0,1.0
38,400488897,C. Lee,26,6-11,0-0,1-3,4,1,2,0,0,3,13,0.0,0.0,1.0,3.0,6.0,11.0
39,400488914,B. Bass,37,2-8,2-2,0-0,8,3,2,1,2,5,6,2.0,2.0,0.0,0.0,2.0,8.0
40,400488914,G. Wallace,36,2-6,0-0,1-3,1,2,4,0,2,2,5,0.0,0.0,1.0,3.0,2.0,6.0
41,400488914,J. Green,20,3-5,1-1,0-0,2,2,0,0,2,2,7,1.0,1.0,0.0,0.0,3.0,5.0
42,400488914,V. Faverani,19,4-6,0-0,0-1,2,1,2,1,2,2,8,0.0,0.0,0.0,1.0,4.0,6.0
43,400488914,A. Bradley,34,6-14,0-0,1-2,8,3,3,0,6,2,13,0.0,0.0,1.0,2.0,6.0,14.0
44,400488914,J. Sullinger,14,1-6,2-2,0-2,4,0,0,1,0,1,4,2.0,2.0,0.0,2.0,1.0,6.0
45,400488914,K. Olynyk,26,6-11,3-3,0-1,8,0,2,0,3,5,15,3.0,3.0,0.0,1.0,6.0,11.0
46,400488914,J. Crawford,22,5-10,2-2,1-4,3,1,1,0,3,0,13,2.0,2.0,1.0,4.0,5.0,10.0
47,400488914,M. Brooks,7,0-2,0-0,0-0,0,1,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,2.0
48,400488914,C. Lee,22,2-5,2-2,0-2,1,2,1,0,3,3,6,2.0,2.0,0.0,2.0,2.0,5.0
49,400488914,K. Bogans,3,0-1,0-0,0-1,0,0,0,0,0,0,0,0.0,0.0,0.0,1.0,0.0,1.0
50,400488914,J. Smith,36,7-15,1-3,0-4,7,3,2,2,6,2,15,1.0,3.0,0.0,4.0,7.0,15.0
51,400488914,A. Drummond,40,7-13,1-4,0-0,12,0,2,2,1,2,15,1.0,4.0,0.0,0.0,7.0,13.0
52,400488914,G. Monroe,37,7-14,1-4,0-0,10,2,1,1,4,3,15,1.0,4.0,0.0,0.0,7.0,14.0
53,400488914,C. Billups,21,2-4,0-0,1-3,4,2,2,0,2,2,5,0.0,0.0,1.0,3.0,2.0,4.0
54,400488914,W. Bynum,17,2-5,0-0,0-2,1,4,1,0,1,2,4,0.0,0.0,0.0,2.0,2.0,5.0
55,400488914,J. Jerebko,11,1-2,0-0,0-0,4,1,0,0,3,1,2,0.0,0.0,0.0,0.0,1.0,2.0
56,400488914,K. Singler,21,2-6,3-3,0-1,0,0,0,1,0,0,7,3.0,3.0,0.0,1.0,2.0,6.0
57,400488914,R. Stuckey,27,1-5,8-9,0-1,3,0,3,1,2,3,10,8.0,9.0,0.0,1.0,1.0,5.0
58,400488914,B. Jennings,31,5-12,3-6,1-2,3,4,4,0,2,0,14,3.0,6.0,1.0,2.0,5.0,12.0
59,400488922,B. Bass,23,3-11,0-0,0-1,4,1,1,3,1,2,6,0.0,0.0,0.0,1.0,3.0,11.0
60,400488922,G. Wallace,28,0-0,0-0,0-0,3,3,2,0,3,2,0,0.0,0.0,0.0,0.0,0.0,0.0
61,400488922,J. Green,40,6-12,9-12,1-4,5,1,0,1,2,2,22,9.0,12.0,1.0,4.0,6.0,12.0
62,400488922,V. Faverani,28,2-4,0-0,1-3,6,0,1,1,3,4,5,0.0,0.0,1.0,3.0,2.0,4.0
63,400488922,A. Bradley,32,6-12,2-2,0-2,0,3,1,0,1,3,14,2.0,2.0,0.0,2.0,6.0,12.0
64,400488922,J. Sullinger,21,7-11,0-0,2-3,5,0,0,0,0,4,16,0.0,0.0,2.0,3.0,7.0,11.0
65,400488922,K. Olynyk,25,1-8,2-2,0-1,4,0,0,0,4,3,4,2.0,2.0,0.0,1.0,1.0,8.0
66,400488922,J. Crawford,25,4-7,2-2,2-4,2,4,3,1,1,1,12,2.0,2.0,2.0,4.0,4.0,7.0
67,400488922,C. Lee,19,4-5,0-0,1-2,3,2,1,0,2,0,9,0.0,0.0,1.0,2.0,4.0,5.0
68,400488922,Z. Randolph,32,6-11,3-3,0-0,7,1,0,0,5,3,15,3.0,3.0,0.0,0.0,6.0,11.0
69,400488922,T. Prince,20,2-4,0-0,0-0,3,3,0,0,1,0,4,0.0,0.0,0.0,0.0,2.0,4.0
70,400488922,M. Gasol,35,6-10,2-2,0-0,8,2,0,0,1,3,14,2.0,2.0,0.0,0.0,6.0,10.0
71,400488922,M. Conley,33,5-14,4-4,1-3,2,8,0,0,2,2,15,4.0,4.0,1.0,3.0,5.0,14.0
72,400488922,T. Allen,30,3-5,2-4,0-2,4,3,4,0,4,2,8,2.0,4.0,0.0,2.0,3.0,5.0
73,400488922,E. Davis,8,2-6,0-0,0-0,3,0,0,0,2,2,4,0.0,0.0,0.0,0.0,2.0,6.0
74,400488922,J. Leuer,7,1-2,2-2,0-1,0,1,0,0,0,1,4,2.0,2.0,0.0,1.0,1.0,2.0
75,400488922,K. Koufos,13,1-1,1-3,0-0,2,2,0,1,0,2,3,1.0,3.0,0.0,0.0,1.0,1.0
76,400488922,J. Bayless,21,6-11,2-2,1-3,1,1,2,1,0,1,15,2.0,2.0,1.0,3.0,6.0,11.0
77,400488922,Q. Pondexter,19,2-6,2-2,2-3,1,0,0,0,2,2,8,2.0,2.0,2.0,3.0,2.0,6.0
78,400488922,M. Miller,23,2-4,0-0,1-3,5,2,0,0,1,1,5,0.0,0.0,1.0,3.0,2.0,4.0
79,400488937,D. Favors,34,4-10,2-5,0-0,14,1,0,3,3,4,10,2.0,5.0,0.0,0.0,4.0,10.0
80,400488937,R. Jefferson,32,5-12,3-4,0-3,2,3,5,0,2,3,13,3.0,4.0,0.0,3.0,5.0,12.0
81,400488937,G. Hayward,40,12-20,3-4,1-2,9,5,1,0,2,3,28,3.0,4.0,1.0,2.0,12.0,20.0
82,400488937,E. Kanter,38,9-14,4-5,0-0,8,0,0,0,0,2,22,4.0,5.0,0.0,0.0,9.0,14.0
83,400488937,J. Tinsley,20,0-2,0-0,0-1,0,4,0,0,2,2,0,0.0,0.0,0.0,1.0,0.0,2.0
84,400488937,M. Harris,18,1-3,0-0,0-0,2,0,1,0,3,3,2,0.0,0.0,0.0,0.0,1.0,3.0
85,400488937,R. Gobert,6,0-0,0-0,0-0,0,0,0,1,1,2,0,0.0,0.0,0.0,0.0,0.0,0.0
86,400488937,J. Lucas III,13,2-4,0-0,0-1,1,0,0,0,2,1,4,0.0,0.0,0.0,1.0,2.0,4.0
87,400488937,I. Clark,17,0-6,0-0,0-3,2,1,0,0,1,2,0,0.0,0.0,0.0,3.0,0.0,6.0
88,400488937,A. Burks,22,4-9,0-0,0-0,4,0,1,0,4,0,8,0.0,0.0,0.0,0.0,4.0,9.0
89,400488937,B. Bass,31,9-15,2-3,0-0,4,2,0,2,3,4,20,2.0,3.0,0.0,0.0,9.0,15.0
90,400488937,J. Green,36,6-13,3-3,3-4,3,4,1,0,1,1,18,3.0,3.0,3.0,4.0,6.0,13.0
91,400488937,V. Faverani,6,0-4,0-0,0-1,3,2,0,0,0,1,0,0.0,0.0,0.0,1.0,0.0,4.0
92,400488937,A. Bradley,30,3-8,2-2,0-2,6,1,1,0,2,2,8,2.0,2.0,0.0,2.0,3.0,8.0
93,400488937,J. Crawford,27,3-9,0-0,1-3,2,4,0,1,0,2,7,0.0,0.0,1.0,3.0,3.0,9.0
94,400488937,K. Humphries,6,1-3,0-0,0-0,0,0,0,0,1,0,2,0.0,0.0,0.0,0.0,1.0,3.0
95,400488937,G. Wallace,23,3-5,1-4,2-2,9,3,1,0,3,2,9,1.0,4.0,2.0,2.0,3.0,5.0
96,400488937,J. Sullinger,24,6-11,0-0,0-2,5,0,0,1,2,2,12,0.0,0.0,0.0,2.0,6.0,11.0
97,400488937,K. Olynyk,29,6-14,2-2,0-3,8,3,1,0,2,3,14,2.0,2.0,0.0,3.0,6.0,14.0
98,400488937,P. Pressey,17,1-4,0-0,0-2,0,3,1,0,0,0,2,0.0,0.0,0.0,2.0,1.0,4.0
99,400488937,C. Lee,11,2-3,0-0,1-1,2,0,0,0,0,1,5,0.0,0.0,1.0,1.0,2.0,3.0
100,400488948,B. Bass,37,6-14,4-4,0-0,7,1,0,1,0,3,16,4.0,4.0,0.0,0.0,6.0,14.0
101,400488948,J. Green,32,5-14,0-1,0-3,3,3,2,0,0,0,10,0.0,1.0,0.0,3.0,5.0,14.0
102,400488948,V. Faverani,17,1-4,0-0,1-2,5,1,0,0,1,2,3,0.0,0.0,1.0,2.0,1.0,4.0
103,400488948,A. Bradley,29,5-13,3-4,1-2,8,1,3,1,2,1,14,3.0,4.0,1.0,2.0,5.0,13.0
104,400488948,J. Crawford,31,5-13,3-3,0-2,3,5,1,0,2,1,13,3.0,3.0,0.0,2.0,5.0,13.0
105,400488948,K. Humphries,1,0-0,0-0,0-0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0
106,400488948,G. Wallace,20,1-3,0-0,0-2,6,3,1,0,2,5,2,0.0,0.0,0.0,2.0,1.0,3.0
107,400488948,J. Sullinger,20,2-8,7-8,0-1,6,4,0,2,1,2,11,7.0,8.0,0.0,1.0,2.0,8.0
108,400488948,K. Olynyk,22,4-13,0-0,0-1,6,0,0,0,3,5,8,0.0,0.0,0.0,1.0,4.0,13.0
109,400488948,P. Pressey,16,0-4,1-2,0-1,2,1,2,0,0,2,1,1.0,2.0,0.0,1.0,0.0,4.0
110,400488948,C. Lee,17,5-9,3-4,0-0,4,0,2,1,0,2,13,3.0,4.0,0.0,0.0,5.0,9.0
111,400488948,J. Maxiell,27,4-6,1-5,0-0,5,2,1,1,0,4,9,1.0,5.0,0.0,0.0,4.0,6.0
112,400488948,M. Harkless,31,1-4,2-3,0-1,5,2,0,1,0,1,4,2.0,3.0,0.0,1.0,1.0,4.0
113,400488948,N. Vucevic,36,6-12,2-4,0-0,13,1,0,1,4,3,14,2.0,4.0,0.0,0.0,6.0,12.0
114,400488948,J. Nelson,36,4-15,2-2,2-9,3,7,1,0,7,3,12,2.0,2.0,2.0,9.0,4.0,15.0
115,400488948,A. Afflalo,34,8-15,5-6,2-5,5,1,0,0,3,5,23,5.0,6.0,2.0,5.0,8.0,15.0
116,400488948,A. Nicholson,21,2-6,2-2,0-1,11,0,0,0,1,2,6,2.0,2.0,0.0,1.0,2.0,6.0
117,400488948,K. O'Quinn,12,2-6,1-2,0-0,9,0,1,1,2,2,5,1.0,2.0,0.0,0.0,2.0,6.0
118,400488948,E. Moore,19,3-7,1-1,0-1,1,3,0,0,0,0,7,1.0,1.0,0.0,1.0,3.0,7.0
119,400488948,V. Oladipo,23,3-12,3-4,0-3,4,3,1,0,3,4,9,3.0,4.0,0.0,3.0,3.0,12.0
120,400488962,B. Bass,15,3-7,0-0,0-0,0,1,0,0,0,4,6,0.0,0.0,0.0,0.0,3.0,7.0
121,400488962,J. Green,36,8-16,3-5,5-8,5,1,0,1,0,2,24,3.0,5.0,5.0,8.0,8.0,16.0
122,400488962,K. Olynyk,23,3-9,0-0,1-2,8,4,0,1,1,5,7,0.0,0.0,1.0,2.0,3.0,9.0
123,400488962,A. Bradley,30,8-14,0-0,1-1,2,1,0,0,0,2,17,0.0,0.0,1.0,1.0,8.0,14.0
124,400488962,J. Crawford,28,6-10,0-0,3-5,2,4,2,0,3,2,15,0.0,0.0,3.0,5.0,6.0,10.0
125,400488962,K. Humphries,19,3-5,3-3,0-0,5,0,0,2,0,0,9,3.0,3.0,0.0,0.0,3.0,5.0
126,400488962,G. Wallace,31,3-5,0-0,0-1,6,7,0,0,3,3,6,0.0,0.0,0.0,1.0,3.0,5.0
127,400488962,V. Faverani,3,1-1,0-0,0-0,0,0,0,0,0,2,2,0.0,0.0,0.0,0.0,1.0,1.0
128,400488962,J. Sullinger,24,5-9,2-2,0-1,8,1,1,0,3,4,12,2.0,2.0,0.0,1.0,5.0,9.0
129,400488962,P. Pressey,21,3-9,1-2,0-3,3,5,1,1,2,1,7,1.0,2.0,0.0,3.0,3.0,9.0
130,400488962,C. Lee,12,3-4,0-0,0-0,0,0,0,0,0,0,6,0.0,0.0,0.0,0.0,3.0,4.0
131,400488962,C. Bosh,31,7-12,6-8,0-2,7,1,1,2,0,1,20,6.0,8.0,0.0,2.0,7.0,12.0
132,400488962,S. Battier,27,1-2,0-0,1-2,1,0,0,2,0,3,3,0.0,0.0,1.0,2.0,1.0,2.0
133,400488962,L. James,37,9-13,7-9,0-0,8,10,0,0,5,1,25,7.0,9.0,0.0,0.0,9.0,13.0
134,400488962,M. Chalmers,29,3-6,2-2,2-2,2,3,1,0,1,1,10,2.0,2.0,2.0,2.0,3.0,6.0
135,400488962,D. Wade,34,7-14,4-8,0-0,3,7,2,0,1,1,18,4.0,8.0,0.0,0.0,7.0,14.0
136,400488962,C. Andersen,17,4-5,2-4,0-0,4,0,0,2,1,0,10,2.0,4.0,0.0,0.0,4.0,5.0
137,400488962,R. Lewis,14,1-4,1-2,1-2,1,0,0,0,0,4,4,1.0,2.0,1.0,2.0,1.0,4.0
138,400488962,M. Beasley,8,5-7,0-0,0-0,0,0,0,0,1,1,10,0.0,0.0,0.0,0.0,5.0,7.0
139,400488962,N. Cole,19,2-4,0-0,1-1,1,2,0,1,0,0,5,0.0,0.0,1.0,1.0,2.0,4.0
140,400488962,R. Allen,24,2-4,1-1,0-1,4,3,0,0,1,1,5,1.0,1.0,0.0,1.0,2.0,4.0
141,400488974,J. Maxiell,31,4-9,2-2,0-0,1,2,0,1,2,3,10,2.0,2.0,0.0,0.0,4.0,9.0
142,400488974,M. Harkless,27,4-10,2-4,2-3,5,1,1,0,3,2,12,2.0,4.0,2.0,3.0,4.0,10.0
143,400488974,N. Vucevic,29,6-11,3-3,0-0,10,4,3,1,2,2,15,3.0,3.0,0.0,0.0,6.0,11.0
144,400488974,J. Nelson,24,3-10,2-2,2-5,5,5,0,0,1,1,10,2.0,2.0,2.0,5.0,3.0,10.0
145,400488974,A. Afflalo,39,6-12,4-5,2-5,4,7,0,0,4,1,18,4.0,5.0,2.0,5.0,6.0,12.0
146,400488974,A. Nicholson,13,4-7,0-0,0-1,1,0,0,1,2,4,8,0.0,0.0,0.0,1.0,4.0,7.0
147,400488974,K. O'Quinn,23,0-2,2-2,0-0,6,3,0,1,1,0,2,2.0,2.0,0.0,0.0,0.0,2.0
148,400488974,R. Price,3,1-1,0-0,0-0,1,1,0,0,0,0,2,0.0,0.0,0.0,0.0,1.0,1.0
149,400488974,E. Moore,25,4-6,3-3,0-1,3,2,1,0,2,3,11,3.0,3.0,0.0,1.0,4.0,6.0
150,400488974,V. Oladipo,27,7-17,2-2,1-3,1,2,2,0,1,2,17,2.0,2.0,1.0,3.0,7.0,17.0
151,400488974,B. Bass,30,5-12,0-0,0-0,4,2,0,1,1,3,10,0.0,0.0,0.0,0.0,5.0,12.0
152,400488974,J. Green,29,5-9,5-5,1-2,4,1,0,0,3,3,16,5.0,5.0,1.0,2.0,5.0,9.0
153,400488974,K. Olynyk,26,7-9,0-0,2-3,7,5,1,1,2,4,16,0.0,0.0,2.0,3.0,7.0,9.0
154,400488974,A. Bradley,29,10-15,4-4,0-1,0,0,3,0,3,3,24,4.0,4.0,0.0,1.0,10.0,15.0
155,400488974,J. Crawford,33,7-12,2-2,0-1,5,10,1,0,0,3,16,2.0,2.0,0.0,1.0,7.0,12.0
156,400488974,G. Wallace,19,0-1,1-2,0-0,2,5,3,0,1,0,1,1.0,2.0,0.0,0.0,0.0,1.0
157,400488974,V. Faverani,14,2-4,0-0,0-2,5,0,1,2,0,0,4,0.0,0.0,0.0,2.0,2.0,4.0
158,400488974,J. Sullinger,25,7-9,0-1,0-1,5,3,1,2,1,1,14,0.0,1.0,0.0,1.0,7.0,9.0
159,400488974,P. Pressey,15,3-6,0-0,1-1,2,2,0,0,2,1,7,0.0,0.0,1.0,1.0,3.0,6.0
160,400488974,C. Lee,19,5-8,1-1,1-1,2,0,1,1,0,1,12,1.0,1.0,1.0,1.0,5.0,8.0
161,400488986,A. Tolliver,26,3-7,2-2,3-6,1,1,1,1,1,3,11,2.0,2.0,3.0,6.0,3.0,7.0
162,400488986,M. Kidd-Gilchrist,28,3-6,0-0,0-0,3,1,1,0,2,6,6,0.0,0.0,0.0,0.0,3.0,6.0
163,400488986,A. Jefferson,33,8-17,6-6,0-0,11,3,0,2,1,3,22,6.0,6.0,0.0,0.0,8.0,17.0
164,400488986,K. Walker,34,1-13,1-2,0-3,9,2,3,0,2,1,3,1.0,2.0,0.0,3.0,1.0,13.0
165,400488986,G. Henderson,35,5-14,3-5,0-0,9,5,1,0,2,2,13,3.0,5.0,0.0,0.0,5.0,14.0
166,400488986,J. Taylor,29,4-8,4-4,0-1,1,1,0,0,0,2,12,4.0,4.0,0.0,1.0,4.0,8.0
167,400488986,C. Zeller,22,2-7,4-4,0-0,9,2,2,1,3,1,8,4.0,4.0,0.0,0.0,2.0,7.0
168,400488986,B. Biyombo,15,2-3,0-0,0-0,4,0,0,1,0,2,4,0.0,0.0,0.0,0.0,2.0,3.0
169,400488986,R. Sessions,18,2-7,6-7,0-2,3,1,0,0,0,0,10,6.0,7.0,0.0,2.0,2.0,7.0
170,400488986,B. Bass,27,2-9,3-3,0-0,8,2,0,1,0,4,7,3.0,3.0,0.0,0.0,2.0,9.0
171,400488986,J. Green,32,7-13,4-7,1-5,1,0,0,0,1,3,19,4.0,7.0,1.0,5.0,7.0,13.0
172,400488986,K. Olynyk,33,1-4,4-4,0-2,11,4,0,0,4,4,6,4.0,4.0,0.0,2.0,1.0,4.0
173,400488986,A. Bradley,23,3-8,0-0,1-2,3,0,1,0,1,5,7,0.0,0.0,1.0,2.0,3.0,8.0
174,400488986,J. Crawford,35,6-15,4-5,0-2,5,6,2,0,2,3,16,4.0,5.0,0.0,2.0,6.0,15.0
175,400488986,K. Humphries,10,0-1,1-2,0-0,0,0,0,0,0,0,1,1.0,2.0,0.0,0.0,0.0,1.0
176,400488986,G. Wallace,32,4-7,0-0,2-3,8,2,2,0,2,1,10,0.0,0.0,2.0,3.0,4.0,7.0
177,400488986,V. Faverani,22,2-8,2-4,1-2,9,1,0,1,3,3,7,2.0,4.0,1.0,2.0,2.0,8.0
178,400488986,P. Pressey,11,0-4,0-0,0-1,0,0,0,0,1,1,0,0.0,0.0,0.0,1.0,0.0,4.0
179,400488986,C. Lee,14,4-8,0-0,2-4,0,0,0,0,1,2,10,0.0,0.0,2.0,4.0,4.0,8.0
180,400489001,L. Aldridge,34,11-18,5-6,0-0,12,1,2,0,4,1,27,5.0,6.0,0.0,0.0,11.0,18.0
181,400489001,R. Lopez,36,1-3,1-2,0-0,10,0,0,1,1,2,3,1.0,2.0,0.0,0.0,1.0,3.0
182,400489001,D. Lillard,31,6-15,3-3,2-6,2,4,0,0,6,4,17,3.0,3.0,2.0,6.0,6.0,15.0
183,400489001,N. Batum,34,6-15,2-2,4-10,5,6,2,0,0,2,18,2.0,2.0,4.0,10.0,6.0,15.0
184,400489001,W. Matthews,32,3-6,5-5,2-5,5,2,1,0,2,4,13,5.0,5.0,2.0,5.0,3.0,6.0
185,400489001,T. Robinson,12,3-5,2-2,0-0,4,0,0,0,0,1,8,2.0,2.0,0.0,0.0,3.0,5.0
186,400489001,V. Claver,1,0-0,0-0,0-0,0,0,0,0,1,0,0,0.0,0.0,0.0,0.0,0.0,0.0
187,400489001,D. Wright,15,1-4,0-0,1-4,4,0,0,0,0,2,3,0.0,0.0,1.0,4.0,1.0,4.0
188,400489001,J. Freeland,12,1-2,0-0,0-1,4,0,1,1,0,2,2,0.0,0.0,0.0,1.0,1.0,2.0
189,400489001,M. Williams,30,8-13,2-2,0-0,1,8,3,0,4,2,18,2.0,2.0,0.0,0.0,8.0,13.0
190,400489001,A. Crabbe,1,0-0,0-0,0-0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
191,400489001,W. Barton,1,0-1,0-0,0-0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,1.0
192,400489001,B. Bass,29,3-11,0-0,0-0,7,1,0,2,0,2,6,0.0,0.0,0.0,0.0,3.0,11.0
193,400489001,J. Green,31,4-12,6-6,0-4,4,1,0,0,0,0,14,6.0,6.0,0.0,4.0,4.0,12.0
194,400489001,K. Olynyk,16,1-2,0-0,0-1,2,1,0,0,1,4,2,0.0,0.0,0.0,1.0,1.0,2.0
195,400489001,A. Bradley,21,2-5,2-4,0-2,2,0,1,0,1,1,6,2.0,4.0,0.0,2.0,2.0,5.0
196,400489001,J. Crawford,34,4-12,3-4,0-0,4,5,2,0,3,2,11,3.0,4.0,0.0,0.0,4.0,12.0
197,400489001,G. Wallace,26,3-3,0-0,1-1,1,2,4,0,2,2,7,0.0,0.0,1.0,1.0,3.0,3.0
198,400489001,V. Faverani,15,3-4,2-3,1-1,3,0,0,0,2,3,9,2.0,3.0,1.0,1.0,3.0,4.0
199,400489001,J. Sullinger,36,11-18,2-2,2-4,8,2,1,0,4,2,26,2.0,2.0,2.0,4.0,11.0,18.0
200,400489001,P. Pressey,12,2-4,0-0,2-3,2,3,0,0,2,3,6,0.0,0.0,2.0,3.0,2.0,4.0
201,400489001,M. Brooks,3,0-1,0-0,0-0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,1.0
202,400489001,C. Lee,17,4-9,0-0,1-2,1,2,0,2,0,2,9,0.0,0.0,1.0,2.0,4.0,9.0
203,400489015,B. Bass,30,6-10,3-4,0-0,7,1,0,1,4,3,15,3.0,4.0,0.0,0.0,6.0,10.0
204,400489015,J. Green,30,0-6,2-2,0-2,7,1,0,2,4,1,2,2.0,2.0,0.0,2.0,0.0,6.0
205,400489015,V. Faverani,27,3-7,1-2,2-4,14,1,3,4,2,3,9,1.0,2.0,2.0,4.0,3.0,7.0
206,400489015,A. Bradley,36,12-23,2-2,1-4,3,0,1,0,3,4,27,2.0,2.0,1.0,4.0,12.0,23.0
207,400489015,J. Crawford,29,4-14,0-0,2-3,3,5,2,0,3,2,10,0.0,0.0,2.0,3.0,4.0,14.0
208,400489015,K. Humphries,11,1-2,2-2,0-0,3,0,0,0,0,2,4,2.0,2.0,0.0,0.0,1.0,2.0
209,400489015,G. Wallace,17,1-4,0-0,0-0,4,1,0,0,1,2,2,0.0,0.0,0.0,0.0,1.0,4.0
210,400489015,J. Sullinger,14,1-6,1-2,0-2,4,1,0,0,1,2,3,1.0,2.0,0.0,2.0,1.0,6.0
211,400489015,K. Olynyk,14,2-5,2-2,0-1,2,1,0,1,2,0,6,2.0,2.0,0.0,1.0,2.0,5.0
212,400489015,P. Pressey,14,1-2,0-0,0-1,0,2,0,0,0,0,2,0.0,0.0,0.0,1.0,1.0,2.0
213,400489015,M. Brooks,18,3-7,2-2,0-1,3,1,0,0,1,2,8,2.0,2.0,0.0,1.0,3.0,7.0
