,PLAYER,GP,GS,MIN,PPG,OFFR,DEFR,RPG,APG,SPG,BPG,TPG,FPG,A/TO,PER,GP_Normalized,GS_Normalized,MIN_Normalized,PPG_Normalized,OFFR_Normalized,DEFR_Normalized,RPG_Normalized,APG_Normalized,SPG_Normalized,BPG_Normalized,TPG_Normalized,FPG_Normalized,A/TO_Normalized,PER_Normalized,scores_Normalized
13,"Bruno Sundov, C",26.0,0.0,5.3,1.2,0.3,0.8,1.1,0.3,0.23,0.12,0.3,0.9,0.8,1.6,0.308641975309,0.0,0.0970873786408,0.0373831775701,0.0652173913043,0.0701754385965,0.0714285714286,0.0337078651685,0.0839416058394,0.0371517027864,0.0810810810811,0.214285714286,0.114285714286,0.463503649635,1.67789126593
14,"Ruben Wolkowyski, F",7.0,0.0,3.4,0.7,0.0,0.1,0.1,0.1,0.0,0.0,0.1,0.4,1.0,1.8,0.0740740740741,0.0,0.0509708737864,0.0218068535826,0.0,0.00877192982456,0.00649350649351,0.0112359550562,0.0,0.0,0.027027027027,0.0952380952381,0.142857142857,0.467153284672,0.905628742611
15,"Mark Bryant, F†",2.0,0.0,4.5,0.0,0.0,1.0,1.0,0.5,0.0,0.0,0.0,1.0,0.0,-1.8,0.0123456790123,0.0,0.0776699029126,0.0,0.0,0.0877192982456,0.0649350649351,0.0561797752809,0.0,0.0,0.0,0.238095238095,0.0,0.401459854015,0.938404812496
16,"Mikki Moore, C†",3.0,0.0,4.0,0.0,0.3,0.0,0.3,0.0,0.0,0.67,0.0,2.0,0.0,-5.7,0.0246913580247,0.0,0.0655339805825,0.0,0.0652173913043,0.0,0.0194805194805,0.0,0.0,0.207430340557,0.0,0.47619047619,0.0,0.330291970803,1.18883603694
17,"Jason Kidd, PG",80.0,80.0,37.4,18.7,1.4,4.9,6.3,8.9,2.24,0.31,3.7,1.6,2.4,22.6,0.975308641975,0.975609756098,0.876213592233,0.582554517134,0.304347826087,0.429824561404,0.409090909091,1.0,0.817518248175,0.0959752321981,1.0,0.380952380952,0.342857142857,0.846715328467,9.03696813667
18,"Kenyon Martin, PF",77.0,77.0,34.1,16.7,2.1,6.2,8.3,2.4,1.27,0.91,2.5,3.8,1.0,16.8,0.938271604938,0.939024390244,0.796116504854,0.520249221184,0.45652173913,0.543859649123,0.538961038961,0.269662921348,0.463503649635,0.28173374613,0.675675675676,0.904761904762,0.142857142857,0.740875912409,8.21207510125
19,"Richard Jefferson, SF",80.0,80.0,36.0,15.5,1.9,4.6,6.4,2.5,1.0,0.55,2.0,2.7,1.3,16.4,0.975308641975,0.975609756098,0.842233009709,0.482866043614,0.413043478261,0.40350877193,0.415584415584,0.280898876404,0.36496350365,0.170278637771,0.540540540541,0.642857142857,0.185714285714,0.733576642336,7.42698374644
20,"Kerry Kittles, SG",65.0,57.0,30.0,13.0,0.8,3.1,3.9,2.6,1.55,0.46,0.8,1.7,3.1,18.1,0.79012345679,0.69512195122,0.696601941748,0.404984423676,0.173913043478,0.271929824561,0.253246753247,0.292134831461,0.565693430657,0.142414860681,0.216216216216,0.404761904762,0.442857142857,0.764598540146,6.1145983215
21,"Lucious Harris, SG",77.0,25.0,25.6,10.3,0.8,2.2,3.0,2.0,0.69,0.1,0.9,1.2,2.2,13.9,0.938271604938,0.30487804878,0.589805825243,0.320872274143,0.173913043478,0.19298245614,0.194805194805,0.224719101124,0.251824817518,0.030959752322,0.243243243243,0.285714285714,0.314285714286,0.68795620438,4.75423156612
22,"Rodney Rogers, SF",68.0,0.0,19.2,7.0,0.9,3.0,3.9,1.6,0.74,0.46,1.3,2.8,1.2,11.6,0.827160493827,0.0,0.434466019417,0.218068535826,0.195652173913,0.263157894737,0.253246753247,0.179775280899,0.270072992701,0.142414860681,0.351351351351,0.666666666667,0.171428571429,0.64598540146,4.61944699615
23,"Aaron Williams, C",81.0,0.0,19.7,6.2,1.7,2.4,4.1,1.1,0.33,0.7,1.0,2.5,1.0,11.3,0.987654320988,0.0,0.446601941748,0.193146417445,0.369565217391,0.210526315789,0.266233766234,0.123595505618,0.120437956204,0.216718266254,0.27027027027,0.595238095238,0.142857142857,0.640510948905,4.58335616494
24,"Dikembe Mutombo, C",24.0,16.0,21.4,5.8,2.3,4.1,6.4,0.8,0.17,1.54,1.4,2.3,0.6,10.6,0.283950617284,0.19512195122,0.48786407767,0.180685358255,0.5,0.359649122807,0.415584415584,0.0898876404494,0.0620437956204,0.476780185759,0.378378378378,0.547619047619,0.0857142857143,0.627737226277,4.69101610264
25,"Jason Collins, C",81.0,66.0,23.5,5.7,1.7,2.9,4.5,1.1,0.58,0.54,1.0,3.1,1.0,9.2,0.987654320988,0.80487804878,0.538834951456,0.177570093458,0.369565217391,0.254385964912,0.292207792208,0.123595505618,0.211678832117,0.167182662539,0.27027027027,0.738095238095,0.142857142857,0.602189781022,5.68096582171
26,"Anthony Johnson, PG",66.0,2.0,12.8,4.1,0.2,1.0,1.2,1.3,0.56,0.08,0.6,1.4,2.1,11.2,0.802469135802,0.0243902439024,0.279126213592,0.127725856698,0.0434782608696,0.0877192982456,0.0779220779221,0.14606741573,0.204379562044,0.0247678018576,0.162162162162,0.333333333333,0.3,0.638686131387,3.25222749355
27,"Brian Scalabrine, PF",59.0,7.0,12.3,3.1,0.7,1.7,2.4,0.8,0.27,0.31,0.8,1.3,1.0,8.7,0.716049382716,0.0853658536585,0.266990291262,0.0965732087227,0.152173913043,0.149122807018,0.155844155844,0.0898876404494,0.0985401459854,0.0959752321981,0.216216216216,0.309523809524,0.142857142857,0.593065693431,3.16818549293
28,"Tamar Slay, SG",36.0,0.0,7.6,2.6,0.2,0.6,0.9,0.4,0.39,0.08,0.6,0.9,0.7,7.5,0.432098765432,0.0,0.152912621359,0.0809968847352,0.0434782608696,0.0526315789474,0.0584415584416,0.0449438202247,0.142335766423,0.0247678018576,0.162162162162,0.214285714286,0.1,0.571167883212,2.08022281795
29,"Brandon Armstrong, SG",17.0,0.0,4.1,1.4,0.0,0.2,0.2,0.1,0.18,0.06,0.3,0.5,0.4,4.8,0.197530864198,0.0,0.0679611650485,0.0436137071651,0.0,0.0175438596491,0.012987012987,0.0112359550562,0.0656934306569,0.0185758513932,0.0810810810811,0.119047619048,0.0571428571429,0.521897810219,1.21431121364
30,"Chris Childs, G",12.0,0.0,8.8,1.3,0.3,0.2,0.4,1.3,0.67,0.08,0.5,1.4,2.7,5.8,0.135802469136,0.0,0.182038834951,0.0404984423676,0.0652173913043,0.0175438596491,0.025974025974,0.14606741573,0.244525547445,0.0247678018576,0.135135135135,0.333333333333,0.385714285714,0.540145985401,2.276764528
31,"Donny Marshall, F",3.0,0.0,2.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.3,0.0,0.0,-17.4,0.0246913580247,0.0,0.0169902912621,0.0,0.0,0.0877192982456,0.0649350649351,0.0,0.0,0.0,0.0810810810811,0.0,0.0,0.116788321168,0.392205414716
32,"Allan Houston, SG",82.0,82.0,37.9,22.5,0.3,2.5,2.8,2.7,0.66,0.09,2.2,2.3,1.2,18.8,1.0,1.0,0.888349514563,0.700934579439,0.0652173913043,0.219298245614,0.181818181818,0.303370786517,0.240875912409,0.0278637770898,0.594594594595,0.547619047619,0.171428571429,0.777372262774,6.71874286517
33,"Latrell Sprewell, SG",74.0,73.0,38.6,16.4,0.6,3.2,3.9,4.5,1.38,0.3,2.3,1.8,1.9,15.2,0.901234567901,0.890243902439,0.905339805825,0.510903426791,0.130434782609,0.280701754386,0.253246753247,0.505617977528,0.503649635036,0.0928792569659,0.621621621622,0.428571428571,0.271428571429,0.711678832117,7.00755231647
34,"Kurt Thomas, PF",81.0,81.0,31.8,14.0,2.0,5.9,7.9,2.0,1.0,1.2,1.7,4.2,1.2,16.5,0.987654320988,0.987804878049,0.740291262136,0.436137071651,0.434782608696,0.517543859649,0.512987012987,0.224719101124,0.36496350365,0.371517027864,0.459459459459,1.0,0.171428571429,0.735401459854,7.94469013753
35,"Howard Eisley, PG",82.0,76.0,27.4,9.1,0.3,2.0,2.3,5.4,0.87,0.11,1.8,2.7,3.0,14.5,1.0,0.926829268293,0.633495145631,0.283489096573,0.0652173913043,0.175438596491,0.149350649351,0.606741573034,0.317518248175,0.0340557275542,0.486486486486,0.642857142857,0.428571428571,0.698905109489,6.44895586381
36,"Shandon Anderson, SF",82.0,9.0,21.1,8.4,0.8,2.3,3.1,1.1,0.89,0.24,1.4,2.2,0.8,13.5,1.0,0.109756097561,0.480582524272,0.261682242991,0.173913043478,0.201754385965,0.201298701299,0.123595505618,0.324817518248,0.0743034055728,0.378378378378,0.52380952381,0.114285714286,0.680656934307,4.64883397578
37,"Othella Harrington, PF",74.0,64.0,25.0,7.7,2.2,4.2,6.4,0.8,0.16,0.31,1.2,3.1,0.7,11.8,0.901234567901,0.780487804878,0.575242718447,0.239875389408,0.478260869565,0.368421052632,0.415584415584,0.0898876404494,0.0583941605839,0.0959752321981,0.324324324324,0.738095238095,0.1,0.649635036496,5.81541845056
38,"Charlie Ward, PG",66.0,6.0,22.2,7.2,0.4,2.3,2.7,4.6,1.18,0.17,1.4,2.2,3.2,16.1,0.802469135802,0.0731707317073,0.507281553398,0.224299065421,0.0869565217391,0.201754385965,0.175324675325,0.516853932584,0.430656934307,0.0526315789474,0.378378378378,0.52380952381,0.457142857143,0.728102189781,5.15883146431
39,"Clarence Weatherspoon, PF",79.0,19.0,25.6,6.6,2.7,4.9,7.6,0.9,0.87,0.46,0.8,2.2,1.1,13.6,0.962962962963,0.231707317073,0.589805825243,0.205607476636,0.586956521739,0.429824561404,0.493506493506,0.101123595506,0.317518248175,0.142414860681,0.216216216216,0.52380952381,0.157142857143,0.682481751825,5.64107821192
40,"Lee Nailon, SF",38.0,0.0,10.7,5.5,0.8,1.0,1.8,0.7,0.16,0.08,0.8,1.2,0.8,15.1,0.456790123457,0.0,0.228155339806,0.171339563863,0.173913043478,0.0877192982456,0.116883116883,0.0786516853933,0.0583941605839,0.0247678018576,0.216216216216,0.285714285714,0.114285714286,0.709854014599,2.72268436438
41,"Michael Doleac, C",75.0,0.0,13.9,4.4,0.9,2.1,2.9,0.6,0.21,0.21,0.7,2.0,0.9,8.8,0.913580246914,0.0,0.305825242718,0.13707165109,0.195652173913,0.184210526316,0.188311688312,0.0674157303371,0.0766423357664,0.0650154798762,0.189189189189,0.47619047619,0.128571428571,0.594890510949,3.52256668014
42,"Lavor Postell, G",12.0,0.0,8.2,3.6,0.1,0.3,0.3,0.3,0.17,0.0,0.6,0.8,0.4,9.0,0.135802469136,0.0,0.167475728155,0.11214953271,0.0217391304348,0.0263157894737,0.0194805194805,0.0337078651685,0.0620437956204,0.0,0.162162162162,0.190476190476,0.0571428571429,0.598540145985,1.58703618595
43,"Travis Knight, C",32.0,0.0,9.0,1.9,0.6,1.4,1.9,0.4,0.25,0.28,0.3,1.4,1.4,7.7,0.382716049383,0.0,0.186893203883,0.0591900311526,0.130434782609,0.122807017544,0.123376623377,0.0449438202247,0.0912408759124,0.0866873065015,0.0810810810811,0.333333333333,0.2,0.574817518248,2.41752164325
44,"Frank Williams, PG",21.0,0.0,8.0,1.3,0.1,0.7,0.9,1.6,0.33,0.1,0.8,1.0,2.0,6.8,0.246913580247,0.0,0.162621359223,0.0404984423676,0.0217391304348,0.0614035087719,0.0584415584416,0.179775280899,0.120437956204,0.030959752322,0.216216216216,0.238095238095,0.285714285714,0.558394160584,2.22121046952
45,"Allen Iverson, SG",82.0,82.0,42.5,27.6,0.8,3.4,4.2,5.5,2.74,0.16,3.5,1.8,1.6,22.1,1.0,1.0,1.0,0.859813084112,0.173913043478,0.298245614035,0.272727272727,0.61797752809,1.0,0.0495356037152,0.945945945946,0.428571428571,0.228571428571,0.837591240876,8.71289219012
46,"Keith Van Horn, PF",74.0,73.0,31.6,15.9,2.1,4.9,7.1,1.3,0.85,0.41,2.0,3.4,0.6,17.1,0.901234567901,0.890243902439,0.735436893204,0.495327102804,0.45652173913,0.429824561404,0.461038961039,0.14606741573,0.310218978102,0.12693498452,0.540540540541,0.809523809524,0.0857142857143,0.746350364964,7.13497810702
47,"Eric Snow, PG",82.0,82.0,37.9,12.9,0.9,2.8,3.7,6.6,1.62,0.13,2.4,2.9,2.8,15.6,1.0,1.0,0.888349514563,0.401869158879,0.195652173913,0.245614035088,0.24025974026,0.741573033708,0.591240875912,0.0402476780186,0.648648648649,0.690476190476,0.4,0.71897810219,7.80290915166
48,"Kenny Thomas, PF†",46.0,28.0,30.3,10.2,3.0,5.5,8.5,1.6,1.0,0.48,1.7,2.6,1.0,15.1,0.555555555556,0.341463414634,0.703883495146,0.317757009346,0.652173913043,0.482456140351,0.551948051948,0.179775280899,0.36496350365,0.148606811146,0.459459459459,0.619047619048,0.142857142857,0.709854014599,6.22980141168
49,"Derrick Coleman, PF",64.0,35.0,27.2,9.4,2.4,4.7,7.0,1.4,0.83,1.08,1.5,2.7,0.9,14.7,0.777777777778,0.426829268293,0.628640776699,0.292834890966,0.521739130435,0.412280701754,0.454545454545,0.157303370787,0.302919708029,0.334365325077,0.405405405405,0.642857142857,0.128571428571,0.702554744526,6.18862512572
50,"Aaron McKie, SG",80.0,40.0,29.7,9.0,0.8,3.6,4.4,3.5,1.64,0.11,1.4,2.2,2.6,13.5,0.975308641975,0.487804878049,0.68932038835,0.280373831776,0.173913043478,0.315789473684,0.285714285714,0.393258426966,0.598540145985,0.0340557275542,0.378378378378,0.52380952381,0.371428571429,0.680656934307,6.18835225145
51,"Todd MacCulloch, C",42.0,35.0,19.3,7.1,1.6,3.1,4.7,0.5,0.45,0.76,0.8,2.5,0.6,14.1,0.506172839506,0.426829268293,0.436893203883,0.221183800623,0.347826086957,0.271929824561,0.305194805195,0.0561797752809,0.164233576642,0.235294117647,0.216216216216,0.595238095238,0.0857142857143,0.691605839416,4.56051173517
52,"Greg Buckner, SG",75.0,5.0,20.2,6.0,1.0,1.9,2.9,1.3,0.96,0.21,0.8,2.7,1.5,11.1,0.913580246914,0.0609756097561,0.458737864078,0.18691588785,0.217391304348,0.166666666667,0.188311688312,0.14606741573,0.350364963504,0.0650154798762,0.216216216216,0.642857142857,0.214285714286,0.636861313869,4.46424751426
53,"Brian Skinner, PF",77.0,9.0,17.9,6.0,1.8,3.0,4.8,0.2,0.61,0.69,0.8,2.3,0.3,14.2,0.938271604938,0.109756097561,0.402912621359,0.18691588785,0.391304347826,0.263157894737,0.311688311688,0.0224719101124,0.222627737226,0.213622291022,0.216216216216,0.547619047619,0.0428571428571,0.693430656934,4.56285176795
54,"Tyrone Hill, PF†",24.0,18.0,20.7,4.5,2.3,2.8,5.2,0.4,0.63,0.29,0.7,2.8,0.6,8.4,0.283950617284,0.219512195122,0.470873786408,0.140186915888,0.5,0.245614035088,0.337662337662,0.0449438202247,0.229927007299,0.0897832817337,0.189189189189,0.666666666667,0.0857142857143,0.587591240876,4.09161537916
55,"Monty Williams, SF",21.0,2.0,13.1,4.4,0.6,1.6,2.1,1.2,0.57,0.24,0.8,1.6,1.5,12.2,0.246913580247,0.0243902439024,0.28640776699,0.13707165109,0.130434782609,0.140350877193,0.136363636364,0.134831460674,0.20802919708,0.0743034055728,0.216216216216,0.380952380952,0.214285714286,0.656934306569,2.98748521975
56,"Art Long, F†",19.0,0.0,6.9,2.1,0.7,1.4,2.1,0.1,0.11,0.42,0.5,1.2,0.2,7.4,0.222222222222,0.0,0.135922330097,0.0654205607477,0.152173913043,0.122807017544,0.136363636364,0.0112359550562,0.0401459854015,0.130030959752,0.135135135135,0.285714285714,0.0285714285714,0.569343065693,2.03508649534
57,"John Salmons, SF",64.0,1.0,7.9,2.1,0.3,0.7,0.9,0.7,0.27,0.09,0.5,0.8,1.6,9.4,0.777777777778,0.0121951219512,0.160194174757,0.0654205607477,0.0652173913043,0.0614035087719,0.0584415584416,0.0786516853933,0.0985401459854,0.0278637770898,0.135135135135,0.190476190476,0.228571428571,0.605839416058,2.56572787246
58,"Efthimios Rentzias, C",35.0,0.0,4.1,1.5,0.3,0.5,0.7,0.2,0.17,0.06,0.1,0.6,1.8,10.4,0.41975308642,0.0,0.0679611650485,0.0467289719626,0.0652173913043,0.0438596491228,0.0454545454545,0.0224719101124,0.0620437956204,0.0185758513932,0.027027027027,0.142857142857,0.257142857143,0.624087591241,1.84318098471
59,"Mark Bryant, F†",11.0,0.0,7.0,1.1,0.6,0.8,1.5,0.1,0.09,0.09,0.5,1.1,0.2,1.3,0.123456790123,0.0,0.138349514563,0.0342679127726,0.130434782609,0.0701754385965,0.0974025974026,0.0112359550562,0.0328467153285,0.0278637770898,0.135135135135,0.261904761905,0.0285714285714,0.45802919708,1.54967400623
60,"Kenny Satterfield, G†",17.0,0.0,4.8,0.5,0.2,0.2,0.5,0.9,0.12,0.0,0.4,0.4,2.1,3.3,0.197530864198,0.0,0.0849514563107,0.0155763239875,0.0434782608696,0.0175438596491,0.0324675324675,0.101123595506,0.043795620438,0.0,0.108108108108,0.0952380952381,0.3,0.494525547445,1.53433926422
61,"Vince Carter, SG",43.0,42.0,34.2,20.6,1.4,3.0,4.4,3.3,1.12,0.95,1.7,2.8,1.9,22.5,0.518518518519,0.512195121951,0.79854368932,0.641744548287,0.304347826087,0.263157894737,0.285714285714,0.370786516854,0.408759124088,0.294117647059,0.459459459459,0.666666666667,0.271428571429,0.844890510949,6.64033038112
62,"Voshon Lenard, SG",63.0,24.0,30.6,14.3,0.8,2.6,3.4,2.3,0.94,0.33,1.6,2.5,1.4,15.2,0.765432098765,0.292682926829,0.711165048544,0.445482866044,0.173913043478,0.228070175439,0.220779220779,0.258426966292,0.343065693431,0.102167182663,0.432432432432,0.595238095238,0.2,0.711678832117,5.48053458205
63,"Morris Peterson, SG",82.0,80.0,36.0,14.1,1.2,3.2,4.4,2.3,1.07,0.39,1.6,2.8,1.5,13.1,1.0,0.975609756098,0.842233009709,0.439252336449,0.260869565217,0.280701754386,0.285714285714,0.258426966292,0.390510948905,0.120743034056,0.432432432432,0.666666666667,0.214285714286,0.673357664234,6.84080413444
64,"Antonio Davis, PF",53.0,52.0,35.7,13.9,2.5,5.8,8.2,2.5,0.43,1.17,2.2,2.8,1.1,14.7,0.641975308642,0.634146341463,0.834951456311,0.433021806854,0.54347826087,0.508771929825,0.532467532468,0.280898876404,0.156934306569,0.362229102167,0.594594594595,0.666666666667,0.157142857143,0.702554744526,7.0498337845
65,"Alvin Williams, PG",78.0,78.0,33.8,13.2,0.7,2.4,3.1,5.3,1.42,0.27,1.6,2.2,3.3,17.1,0.950617283951,0.951219512195,0.788834951456,0.411214953271,0.152173913043,0.210526315789,0.201298701299,0.595505617978,0.518248175182,0.0835913312693,0.432432432432,0.52380952381,0.471428571429,0.746350364964,7.03725164807
66,"Jerome Williams, PF",71.0,63.0,33.0,9.7,3.3,5.9,9.2,1.3,1.63,0.37,1.4,2.8,1.0,14.8,0.864197530864,0.768292682927,0.769417475728,0.302180685358,0.717391304348,0.517543859649,0.597402597403,0.14606741573,0.594890510949,0.114551083591,0.378378378378,0.666666666667,0.142857142857,0.704379562044,7.28421689649
67,"Lindsey Hunter, SG",29.0,0.0,23.2,9.7,0.5,1.5,2.0,2.4,1.21,0.17,2.0,1.7,1.2,11.8,0.345679012346,0.0,0.531553398058,0.302180685358,0.108695652174,0.131578947368,0.12987012987,0.269662921348,0.441605839416,0.0526315789474,0.540540540541,0.404761904762,0.171428571429,0.649635036496,4.07982421811
68,"Rafer Alston, PG",47.0,4.0,20.9,7.8,0.4,1.8,2.3,4.1,0.81,0.32,1.8,2.6,2.2,14.9,0.567901234568,0.0487804878049,0.47572815534,0.242990654206,0.0869565217391,0.157894736842,0.149350649351,0.460674157303,0.295620437956,0.0990712074303,0.486486486486,0.619047619048,0.314285714286,0.706204379562,4.71099244192
69,"Jelani McCoy, PF",67.0,25.0,20.4,6.8,1.4,3.9,5.3,0.6,0.42,0.9,1.4,2.4,0.4,12.1,0.814814814815,0.30487804878,0.46359223301,0.211838006231,0.304347826087,0.342105263158,0.344155844156,0.0674157303371,0.153284671533,0.278637770898,0.378378378378,0.571428571429,0.0571428571429,0.655109489051,4.947129505
70,"Damone Brown, PF",5.0,3.0,23.0,5.6,0.6,2.4,3.0,0.6,0.2,0.0,1.2,2.8,0.5,2.3,0.0493827160494,0.0365853658537,0.526699029126,0.17445482866,0.130434782609,0.210526315789,0.194805194805,0.0674157303371,0.0729927007299,0.0,0.324324324324,0.666666666667,0.0714285714286,0.476277372263,3.00199359864
71,"Mamadou N'diaye, C",22.0,8.0,16.5,5.5,1.3,2.4,3.7,0.3,0.36,1.45,1.0,2.6,0.3,12.8,0.259259259259,0.0975609756098,0.368932038835,0.171339563863,0.282608695652,0.210526315789,0.24025974026,0.0337078651685,0.131386861314,0.448916408669,0.27027027027,0.619047619048,0.0428571428571,0.667883211679,3.84455596827
72,"Michael Bradley, PF",67.0,11.0,19.6,5.0,2.4,3.7,6.1,1.0,0.24,0.48,1.1,1.9,0.9,12.2,0.814814814815,0.134146341463,0.444174757282,0.155763239875,0.521739130435,0.324561403509,0.396103896104,0.112359550562,0.0875912408759,0.148606811146,0.297297297297,0.452380952381,0.128571428571,0.656934306569,4.67504517088
73,"Greg Foster, C",29.0,9.0,18.6,4.2,1.0,2.5,3.5,0.4,0.03,0.31,1.0,2.8,0.4,4.6,0.345679012346,0.109756097561,0.419902912621,0.130841121495,0.217391304348,0.219298245614,0.227272727273,0.0449438202247,0.0109489051095,0.0959752321981,0.27027027027,0.666666666667,0.0571428571429,0.518248175182,3.33433734805
74,"Chris Jefferies, SG",51.0,10.0,13.1,3.9,0.3,0.8,1.2,0.4,0.37,0.31,0.9,1.1,0.5,7.4,0.617283950617,0.121951219512,0.28640776699,0.121495327103,0.0652173913043,0.0701754385965,0.0779220779221,0.0449438202247,0.13503649635,0.0959752321981,0.243243243243,0.261904761905,0.0714285714286,0.569343065693,2.78232836309
75,"Nate Huffman, C",7.0,0.0,10.9,3.3,1.3,2.0,3.3,0.7,0.14,0.43,0.4,1.9,1.7,11.2,0.0740740740741,0.0,0.233009708738,0.102803738318,0.282608695652,0.175438596491,0.214285714286,0.0786516853933,0.0510948905109,0.133126934985,0.108108108108,0.452380952381,0.242857142857,0.638686131387,2.78712637318
76,"Art Long, F†",7.0,0.0,11.4,2.9,1.1,1.7,2.9,0.6,0.43,0.43,1.6,1.9,0.4,3.9,0.0740740740741,0.0,0.245145631068,0.0903426791277,0.239130434783,0.149122807018,0.188311688312,0.0674157303371,0.156934306569,0.133126934985,0.432432432432,0.452380952381,0.0571428571429,0.505474452555,2.79103498078
