Round,Rank,Value,Name,Inj,Team,Pos,g,m,p,3,r,a,s,b,fg%,fga,ft%,fta,to,3%,3a,2%,2a,adjfg%,dr,or,2d,3d,fg,fgm,pf,ft,ftm,3m,2,ato,a+to,netft,to48,3s48,dpg,ppg,g,s+b,p48,str,a-to,tech,3a/fga,ts%,pV,3V,rV,aV,sV,bV,fg%V,ft%V,toV,3%V,2%V,adjfg%V,drV,orV,2dV,3dV,fgV,fgaV,fgmV,pfV,ftV,ftaV,ftmV,mV,3aV,3mV,2V,2aV,atoV,netftV,to48V,3s48V,dpgV,ppgV,s+bV,p48V,strV,a-toV,techV,3a/fgaV,ts%V
1,1,1.42311699158428,Stephen Curry,,GSW,G,79,2699.96666666667,2375,402,430,527,169,16,0.504385964912281,1596,0.9075,400,262,0.45372460496614,886,0.567605633802817,710,0.630325814536341,362,68,15,2,805,791,161,363,37,484,403,2.01145038167939,789,326,4.65783528191706,7.14675489820862,547,30.0632911392405,79,185,42.2227434906604,0.645038167938931,265,3,0.555137844611529,0.670146726862302,3.16290903688684,4.3992835305979,-0.0772447219844952,1.67813609097573,2.57369570222774,-0.792949583355406,1.4845765479296,1.46010989064214,-1.87301712025029,6.6154018696157,1.57594190020882,5.15950308886462,0.144931603428887,-0.49117648941547,0.165202270091125,0.765807317504702,2.83611217583771,2.29024505333625,-1.73403846080022,0.467990926971712,1.29759810543101,0.890031888831906,0.468722732246077,0.885740420000829,3.55483010446249,-2.97364191165556,0.522485764513699,0.168348881669436,0.789180597587083,1.64953429852994,-1.8302833922649,4.45264014126062,0.40722192173814,3.16290903688684,1.01359733760345,3.65337570305203,0.612468740944996,1.3194846293903,0.073879273704999,2.86629915472647,5.55195259698221
1,2,0.946378099660568,Kevin Durant,,OKC,F,72,2577.61666666667,2029,186,590,360,68,85,0.505430847212165,1381,0.897590361445783,498,250,0.3875,480,0.568257491675916,901,0.572773352643012,544,46,27,1,698,683,137,447,51,294,512,1.44,610,396,4.65546338025437,3.46366475490925,697,28.1805555555556,72,153,37.7837407941445,0.272,110,8,0.347574221578566,0.634014948878834,2.7825636737274,1.61687092308664,0.994160972864036,0.914247741096346,-0.163275177128734,0.903634548585791,1.44788084052901,1.84959867460642,-2.06299701184491,0.850627676254151,2.20224898044351,2.45379030625978,1.78330613275849,-0.727373222376099,1.17892760056558,0.310998945037073,2.54655847554836,2.02226871620591,-1.49881551845361,0.716988704987659,2.34947485232522,1.86665100600174,0.09531555411472,1.21694737095317,1.57403198871707,-1.52765092120827,1.7003866990156,1.20758326738161,-0.607983161772284,2.63817651978294,-1.91377889922113,1.44010315474129,1.61496260789117,2.7825636737274,0.68389144071312,2.93466284112271,-2.4610860846081,0.190541823914846,-1.45979417303457,0.754411068001605,3.59987947477059
1,3,0.798588668238643,Kawhi Leonard,,SAS,F,72,2379.56666666667,1525,129,493,186,128,71,0.505957836846929,1091,0.874251497005988,334,105,0.443298969072165,291,0.52875,800,0.565077910174152,396,97,12,0,552,539,133,292,42,162,423,1.77142857142857,291,250,2.11803269502851,2.60215445389217,595,21.1805555555556,72,199,30.761903427795,1.21904761904762,81,0,0.26672777268561,0.615932663414004,1.3684418155188,0.737628539113083,0.469548714741078,-0.190593300301174,1.74567743737239,0.56633056693435,1.1608580909798,1.00972398716191,0.393232850701694,2.08501552313323,0.815490435857325,1.68664536852895,0.650626674567755,0.0266970130425819,0.0381255904874892,-0.241768153808198,1.36142278387434,0.96612939336811,-0.605361030261606,0.81930768789148,0.945940934299762,0.666397042612215,0.289815556789735,0.655762410732884,0.430892816399711,-0.230215535871465,0.975944652962167,0.794200189282132,0.0900703004839205,1.17849917980187,0.740489782608265,0.634827542082523,0.99426138657469,1.3684418155188,1.65562804192924,1.40668357108328,2.27978062019056,-0.0583906079758423,0.87020971720439,-0.00410651306665366,2.19382250523879
1,4,0.74581991048265,Russell Westbrook,,OKC,G,80,2749.48333333333,1878,101,628,836,163,20,0.454293628808864,1444,0.81151832460733,573,341,0.296187683284457,341,0.503173164097915,1103,0.489265927977839,483,145,54,18,656,788,200,465,108,240,555,2.45161290322581,1177,357,5.95311846468124,1.76324036637186,666,23.475,80,183,32.7857961192709,0.478005865102639,495,8,0.236149584487535,0.553616489399335,1.8319595357094,0.149924419299178,0.860033302746001,3.40585477928248,2.34063433555858,-0.710605935031817,-0.384545280692667,0.605025788564183,-3.02685548894078,-2.17301345137133,0.0849672273859899,-1.02930058025483,0.946807046405468,0.522017657876421,2.82168249507804,8.7130588474852,1.67312970552011,1.72582133386454,-1.6613745989441,-0.382940361228425,2.09140571255925,1.99619061058707,-0.903117792950356,0.92486011517042,0.527061667404188,-0.760984557145612,1.59863922063731,1.58290235908183,2.37274357029154,1.89134160679263,-3.17216531440203,-0.045354231140347,1.02103673337658,1.8319595357094,0.931050532761568,1.85316911867829,-0.920783215978608,3.07043254458126,-1.22679378401067,-0.282808482434109,-0.114450398092575
1,5,0.729133346606799,James Harden,,HOU,G,82,3124.63333333333,2376,236,502,612,138,51,0.439084724799011,1617,0.860215053763441,837,374,0.359208523592085,657,0.49375,960,0.512059369202226,439,63,23,3,710,907,229,720,117,421,474,1.63636363636364,986,603,5.74531411685638,3.62538537855108,628,28.9756097560976,82,189,36.4996426247346,0.368983957219251,238,4,0.406307977736549,0.598404255319149,2.94317846279126,1.9441883702655,0.187126073393013,2.04046081273116,1.52839827799828,-0.0653798516637307,-0.988791756135225,1.91958862253195,-3.39088982567582,-0.556631627313248,-0.210154687283669,-0.131319412320982,0.569987662382785,-0.589613858468908,0.661393030139912,1.21430127729642,1.94112163205702,2.16359063905157,-2.20235039575791,-0.921986710185144,4.02642733691488,3.60062884662724,-1.02266413605793,1.68721447705493,2.15998485908029,-2.27130291036473,0.92055431839135,0.969895484489831,-0.148933620951754,3.97251571196076,-3.27811065720139,1.6823085920222,0.729031094252223,2.94317846279126,0.957482180504084,2.84872984264167,-2.17676223605598,1.04013628027516,-0.15271881997369,1.34746143302261,2.00319393562147
1,6,0.698747004531761,Anthony Davis,,NOR,F,61,2164.31666666667,1481,35,627,116,78,125,0.492524186455585,1137,0.758139534883721,430,120,0.324074074074074,108,0.510204081632653,1029,0.507915567282322,497,130,35,0,560,577,148,326,104,73,525,0.966666666666667,236,222,2.66134807753024,0.776226522612988,700,24.2786885245902,61,203,32.8454708568524,0.65,-4,1,0.0949868073878628,0.558362237973156,1.99431860854002,-0.614993696111122,1.80577168958831,-0.502247161045868,0.602392155682102,2.41044331907788,0.951794345266807,-0.204371685677746,-0.227419918409855,-0.563071454098077,0.405374059806838,-0.293583377360907,2.10950978708901,0.861240189045963,2.26736492821387,-0.241768153808198,2.24608279715178,1.88035559182007,-1.48671156990001,-0.247074170815154,1.78613151875498,1.93647785593104,-1.45537025956204,1.15173774097565,-0.558162023036986,0.515181395644686,2.57681612588592,2.49094280882111,-1.02067122317534,1.29880045619376,0.219686582786024,-0.903458513425623,2.4013637213013,1.99431860854002,2.51342973872622,1.92491378980571,0.390909176082724,-0.794211798680427,0.526438651431429,-1.59371430862549,0.0936608573718164
1,7,0.688020800957007,LeBron James,,CLE,F,76,2708.55,1920,87,565,512,104,49,0.520480225988701,1416,0.731160896130346,491,249,0.308510638297872,282,0.573192239858907,1134,0.551200564971751,454,111,28,3,737,679,143,359,132,195,650,2.05622489959839,761,227,4.41269313839508,1.54178434955973,607,25.2631578947368,76,153,34.0255856454561,0.417670682730924,263,5,0.199152542372881,0.588220876939291,2.19319855926306,0.0191340702150231,0.698123670396387,1.70828957847097,0.807946328494648,-0.025853491077765,1.93758460099796,-0.557943661295785,-1.8240606767587,-1.57383931880599,2.81117744604567,1.49373672937964,0.911642424534896,0.147317122939275,1.14290227393154,1.32925412712047,2.54826739507492,1.87831941830188,-1.25226649119302,0.756031474779907,1.38153685996199,1.62629206083003,-1.5050441170183,1.18401602924007,0.286687290067279,-0.453697229039527,2.54521207738188,1.91694776773679,0.885604140324629,0.829102729280089,-1.64641121122013,-0.240624126661083,0.872875544015893,2.19319855926306,0.513781944161557,2.16957971982122,-1.17872248878769,1.38505607059176,-0.509397849384467,-0.633555900885715,1.43745338874298
1,8,0.545939901317987,Chris Paul,Injured - torn thumb ligament,LAC,G,74,2420.28333333333,1446,122,310,738,151,13,0.461883408071749,1115,0.896341463414634,328,194,0.370820668693009,329,0.5,786,0.516591928251121,271,39,38,0,515,600,185,294,34,207,393,3.80412371134021,932,260,3.84748342136251,2.419551429929,435,19.5405405405405,74,164,28.6776341612896,0.778350515463918,544,10,0.295067264573991,0.574119366007051,1.03713023258693,0.578789587812027,-0.565497091825839,3.18776966039339,2.34759943293581,-0.839536800605148,-0.102985904905018,1.17281580271168,-1.02556609506381,0.0474998160546013,-0.0145550848477247,0.0583548929101076,-0.36208308206151,-0.846457976035223,1.93740677483372,-0.241768153808198,0.948095193516351,0.943786091757282,-0.883224034566064,-0.382940361228425,0.892100051655368,0.557606719628656,0.482563307188398,0.585783888999505,0.606948999523663,-0.617533470314762,0.6452928475512,0.649953056865294,4.02022241278643,1.20822233926095,-0.959507762929697,0.482433147815726,-0.0509310515456731,1.03713023258693,0.822629392590627,1.00944204415723,1.32327896380584,3.78973823430827,-1.9635787979511,0.207169904000851,0.659938593488836
1,9,0.45920581831243,Hassan Whiteside,,MIA,C,73,2125.35,1038,0,865,30,44,269,0.604992657856094,681,0.650455927051672,329,137,0,0,0.604992657856094,681,0.604992657856094,627,238,41,3,412,269,201,214,115,0,412,0.218978102189781,167,99,3.09407862234455,0,940,14.2191780821918,73,313,23.4427270802456,0.321167883211679,-107,4,0,0.628511916295292,-0.0378776199561633,-1.25223580356392,2.41737824140549,-1.1837498906552,-0.946032915860246,5.24799101676379,2.46738135926355,-1.16292736052647,-0.117041071616678,-0.00811692918344014,2.54322008633625,1.87551734533613,2.35279102880552,2.06327402543443,2.20096118219719,1.39381668661069,0.179178209481568,-0.561007158893951,1.09272945866419,-0.849683118858187,0.213101483332516,0.596820008650276,-1.25375067448504,-0.147070834162577,-1.32917860764448,1.36209152795098,0.840467188600935,0.268963152033262,-1.98852924237507,-0.344725756890701,-0.200037490401507,-1.29056629352947,3.01533325211567,-0.0378776199561622,3.97326903035684,0.043351018807988,-1.104441998866,-1.65957762973092,-0.278833297160028,-1.22252067804674,1.65558524102531
1,10,0.453016966822944,Jimmy Butler,,CHI,G,67,2473.65,1399,64,359,321,110,43,0.454545454545455,1034,0.831578947368421,475,132,0.310679611650485,206,0.490338164251208,828,0.485493230174081,280,79,10,2,470,564,124,395,80,142,406,2.43181818181818,453,315,2.56139712570493,1.2418895154933,433,20.8805970149254,67,153,27.1469286277363,0.833333333333333,189,3,0.199226305609284,0.562751407884151,1.30784496853858,-0.191343186294957,-0.110277389289882,0.818718510548336,1.43416676197122,-0.0309635839430939,-0.320116016394227,0.901141083757104,-0.231000966141081,-1.25900996900539,-0.333582156304438,-1.00456622356497,-0.0772306779525542,-0.1522760513193,-0.0572250252802323,0.946268595948803,0.980512273281095,1.03956450531633,-1.02162117997378,0.812817304647581,2.14553333260443,1.95775146154113,-0.66042823737377,1.44542822303013,0.00976478679689234,-0.137793069480445,1.08419182100403,1.16170611478035,1.06477015524337,2.06337820516353,0.339764785049936,-0.520578955933985,0.205078929445787,1.30784496853858,0.925091473136978,0.821829267705391,1.25644108313364,0.989739204323552,-0.0687470743844442,-0.519687881564459,0.250795468434919
